Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Shell Apparels Pvt. Ltd.,ICRA,Non-Fund-Based,B+,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹2.01 Cr,2.01,Textiles,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Non-Fund-Based rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Flexible Abrasives Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹2.00 Cr,2.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Shri Ambika Metaliks Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.50 Cr,1.5,Steel & Metals,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Flexible Abrasives Pvt. Ltd.,CARE,Fund-Based,B-,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.50 Cr,1.5,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Fund-Based rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Anjani Roller Flour Mills Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.00 Cr,1.0,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Anjani Roller Flour Mills Pvt. Ltd.,CARE,Fund-Based,B-,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.00 Cr,1.0,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Fund-Based rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Flexible Abrasives Pvt. Ltd.,CARE,Term Loan,B-,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.00 Cr,1.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Bagkiya Constructions Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹1.00 Cr,1.0,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Anjani Roller Flour Mills Pvt. Ltd.,CARE,Term Loan,B-,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.79 Cr,0.79,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Antique Cottex Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.66 Cr,0.66,Other,NCD — SEBI License Required,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your NCD/Bond rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Shri Ambika Metaliks Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.50 Cr,0.5,Steel & Metals,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Shahlon Silk Inds. Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.50 Cr,0.5,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Anjani Roller Flour Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.50 Cr,0.5,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Siddhi Weaves Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.30 Cr,0.3,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Antique Cottex Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-30,MEDIUM,ULTRA HOT,2026-12-30,Dec 2026,186,₹0.02 Cr,0.02,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-30 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Madhya Pradesh Power Generating Company Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC)(Downgraded),2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹1300.00 Cr,1300.0,Energy,Standard,Infomerics,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Long Term Bank Facility rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
M E P Infrastructure Developers Ltd.,ACUITE,Bank Guarantee,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹350.00 Cr,350.0,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
M E P Infrastructure Developers Ltd.,ACUITE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹327.66 Cr,327.66,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Jai Hind Sugar Pvt. Ltd.,BRICKWORK,Fund-Based,B,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹259.29 Cr,259.29,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Fund-Based rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Pradhama Multi Speciality Hospitals & Research Ins Titute Ltd.,ACUITE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹120.00 Cr,120.0,Healthcare,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
M E P Infrastructure Developers Ltd.,ACUITE,Letter of Credit,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹100.00 Cr,100.0,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
S L N Coffee Pvt. Ltd.,BRICKWORK,Term Loan,B-,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹57.00 Cr,57.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
M E P Infrastructure Developers Ltd.,ACUITE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹22.34 Cr,22.34,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Shree Rajasthan Syntex Ltd.,CARE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹15.35 Cr,15.35,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
S L N Coffee Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹15.00 Cr,15.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Shree Rajasthan Syntex Ltd.,CARE,Fund-Based,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹10.00 Cr,10.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Fund-Based rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Extol Industries Ltd.,BRICKWORK,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹9.60 Cr,9.6,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Henraajh Feeds India Pvt. Ltd.,CARE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹7.72 Cr,7.72,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Vardhman Roller Flour Mills Pvt. Ltd.,CARE,Term Loan,D,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹6.00 Cr,6.0,Agro/Food,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Maruti Rub-Plast Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹3.00 Cr,3.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Maruti Rub-Plast Pvt. Ltd.,BRICKWORK,Term Loan,C-,2025-12-31,MEDIUM,ULTRA HOT,2026-12-31,Dec 2026,187,₹2.65 Cr,2.65,Other,Standard,D365,INC rating will hit ULTRA HOT on 2026-12-31 — call in advance to secure mandate,Your Term Loan rating goes critical in Dec 2026. ACER can fast-track renewal before the rush hits.
Magnite Developers Private Limited,Infomerics,Non - Convertible Debentures,IVR BB+ (INC) (Downgraded),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹400.00 Cr,400.0,Other,NCD — SEBI License Required,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Non - Convertible Debentures rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Long Term Fund Based Limits - Cash Credit,IVR D (INC) (Reaffirmed),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹85.50 Cr,85.5,Construction,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Long Term Fund Based Limits - Cash Credit rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Silvertech Cotspin Private Limited,Infomerics,Long Term Fund Based Bank Facilities,IVR B+ (INC)(Downgraded),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹48.47 Cr,48.47,IT/Technology,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Long Term Fund Based Bank Facilities rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Short Term Non-Fund Based Facilities - LC,IVR D (INC) (Reaffirmed),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹29.10 Cr,29.1,Construction,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Short Term Non-Fund Based Facilities - LC rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Worlds Window Infrastructure and Logistics Private Limited,Infomerics,Long Term Fund Based Limits â€“ Term Loan,IVR D (INC) (Reaffirmed),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹15.40 Cr,15.4,Construction,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Long Term Fund Based Limits â€“ Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Silvertech Cotspin Private Limited,Infomerics,Short Term Fund Based Bank Facilities,IVR A4 (INC)(Downgraded),2026-01-01,MEDIUM,ULTRA HOT,2027-01-01,Jan 2027,188,₹3.65 Cr,3.65,IT/Technology,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-01 — call in advance to secure mandate,Your Short Term Fund Based Bank Facilities rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Globus Warehousing & Trdg. Pvt. Ltd.,BRICKWORK,Bank Guarantee,BB,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹365.45 Cr,365.45,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Rakshak Securitas Pvt. Ltd.,CARE,Bank Guarantee,A 4+,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹110.00 Cr,110.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Kuldeep Motors Pvt. Ltd.,CARE,NCD/Bond,BB/A4,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹50.00 Cr,50.0,Other,NCD — SEBI License Required,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your NCD/Bond rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Melzer Chemicals Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹42.04 Cr,42.04,Chemicals/Pharma,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Long Term Bank Facilities rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Noble Moulds Pvt. Ltd.,BRICKWORK,NCD/Bond,B-/A4,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹37.87 Cr,37.87,Other,NCD — SEBI License Required,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your NCD/Bond rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Shivganga Drillers Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹32.23 Cr,32.23,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Hindusthan Microfinance Pvt. Ltd.,BRICKWORK,Term Loan,C,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹21.26 Cr,21.26,BFSI,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Kosas Industries Pvt. Ltd.,BRICKWORK,Term Loan,D,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹19.76 Cr,19.76,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Melzer Chemicals Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹15.00 Cr,15.0,Chemicals/Pharma,Standard,Infomerics,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Short Term Bank Facilities rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Shivganga Drillers Ltd.,BRICKWORK,Term Loan,BB-,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹12.34 Cr,12.34,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Kanchana Automobiles Pvt. Ltd.,CARE,Fund-Based,B,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹12.00 Cr,12.0,Manufacturing,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Fund-Based rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Tube Turn (India) Pvt. Ltd.,ICRA,Non-Fund-Based,D,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹10.00 Cr,10.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Non-Fund-Based rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Ramani Icecream Co. Ltd.,CARE,Term Loan,BB-,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹9.77 Cr,9.77,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Global International Imex Pvt. Ltd.,ICRA,NCD/Bond,D,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹7.57 Cr,7.57,Other,NCD — SEBI License Required,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your NCD/Bond rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Kuldeep Motors Pvt. Ltd.,CARE,Term Loan,BB,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹5.94 Cr,5.94,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
High Tech Fablon Pvt. Ltd.,ICRA,Term Loan,D,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹5.87 Cr,5.87,IT/Technology,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Globus Warehousing & Trdg. Pvt. Ltd.,BRICKWORK,Term Loan,BB,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹5.55 Cr,5.55,Construction,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Term Loan rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Arunnachala Impex Pvt. Ltd.,BRICKWORK,Letter of Credit,A 4,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹5.00 Cr,5.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Global International Imex Pvt. Ltd.,ICRA,Non-Fund-Based,D,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹3.50 Cr,3.5,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Non-Fund-Based rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Ujjain Engicon India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹2.50 Cr,2.5,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Bank Guarantee rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Shivganga Drillers Ltd.,BRICKWORK,Fund-Based,BB-,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹2.34 Cr,2.34,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Fund-Based rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
Esspal International Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,2026-01-02,MEDIUM,ULTRA HOT,2027-01-02,Jan 2027,189,₹2.00 Cr,2.0,Other,Standard,D365,INC rating will hit ULTRA HOT on 2027-01-02 — call in advance to secure mandate,Your Letter of Credit rating goes critical in Jan 2027. ACER can fast-track renewal before the rush hits.
