Company Name,Current Rater,Instrument,Rating,Rating Date,Days Since Rating,Action,Urgency,Sector,INC_Flag,Why Target,Pitch Angle
Uttamenergy Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
United Project Construction Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,43,Downgraded,LOW,Construction,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K G Flexx Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Uttamenergy Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Uttamenergy Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K G Flexx Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K G Flexx Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Union Roller Flour Mills Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
X L Laboratories Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Deepak International Ltd.,CRISIL,Long term Loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Deepak International Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Mohib Shoes Pvt. Ltd.,CARE,Letter Of credit,D,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Dinesh Brothers Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Vardhman Rice Exports Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Total Environment Building Systems Pvt. Ltd.,CRISIL,Term loans,BBB-,2026-04-30,43,Downgraded,LOW,Steel & Metals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Total Environment Constructions Pvt. Ltd.,CRISIL,Term loans,BB+,2026-04-30,43,Downgraded,LOW,Steel & Metals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
R D Samant Contractors Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Peekay Agencies Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Uttamenergy Ltd.,CRISIL,Non-fund-based financial facility/instrument,A 4,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
V J Automobiles Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Peekay Agencies Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Peekay Petrochem Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-30,43,Downgraded,LOW,Chemicals,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Balaji Dayalpura Infra Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Tranter India Pvt. Ltd.,CRISIL,Letter Of credit,A 4+,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Total Environment Habitat Pvt. Ltd.,CRISIL,Term loans,BB+,2026-04-30,43,Downgraded,LOW,Steel & Metals,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-30,43,Downgraded,LOW,Construction,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Bahl Builders Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-30,43,Downgraded,LOW,Construction,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Triveni Knits Pvt. Ltd.,CRISIL,Term loans,B,2026-04-30,43,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Rishabh Metals & Chemicals Pvt. Ltd.,ACUITE,Long term Loans,BB,2026-04-29,44,Downgraded,LOW,Steel & Metals,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Seftech India Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Prasad International Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Guru Laxmi Cottex Pvt. Ltd.,CARE,Term loans,B+,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Prasad International Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Kamal Cotspin Pvt. Ltd.,CARE,Fund based financial facility/instrument,BB-,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Spinora Tiles Pvt. Ltd.,CARE,Term loans,B-,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shrishti Eletromech Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Shrishti Eletromech Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Right Tight Fastners Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Right Tight Fastners Pvt. Ltd.,CRISIL,Term loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Shakti Apifoods Pvt. Ltd.,ACUITE,Long term Loans,BB,2026-04-29,44,Downgraded,LOW,Agro/Food,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shakti Apifoods Pvt. Ltd.,ACUITE,Term loans,BB,2026-04-29,44,Downgraded,LOW,Agro/Food,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Precise Chemi Pharma Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2026-04-29,44,Downgraded,LOW,Chemicals,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Starcon Infra Projects India Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-29,44,Downgraded,LOW,Infrastructure,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Prasad International Pvt. Ltd.,CRISIL,Term loans,B,2026-04-29,44,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Unique Punch Systems Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Polyrub Cooper Standard F T S Pvt. Ltd.,CRISIL,Term loans,BBB,2026-04-28,45,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Unique Punch Systems Pvt. Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Unique Punch Systems Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Sandhya Infocity Ltd.,ICRA,Term loans,B+,2026-04-28,45,Downgraded,LOW,Construction,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Aaradhya Disposal Inds. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
K B S C Auto Pvt. Ltd.,CARE,Non-government debt,B+/A4,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
D T L Ancillaries Ltd.,CRISIL,Bank Guarantee,A 4,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Safal Seeds & Biotech Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Agro/Food,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Agarwal Toughened Glass India Ltd.,CRISIL,Letter Of credit,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Polyrub Cooper Standard F T S Pvt. Ltd.,CRISIL,Long term Loans,BBB,2026-04-28,45,Downgraded,LOW,Other/Unknown,N,"Downgraded by CRISIL — dissatisfied client, open to better alternative.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Sarvottam Health Care Pvt. Ltd.,ACUITE,Term loans,BB+,2026-04-28,45,Downgraded,LOW,Healthcare,N,"Downgraded by ACUITE — dissatisfied client, open to better alternative.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Sahib Tradelinks Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Trading,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Reeshav Automobiles Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Sanei Motors Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Ola Electric Technologies Pvt. Ltd.,ICRA,Non-government debt,BBB/A3+,2026-04-28,45,Downgraded,LOW,Infrastructure,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
V R G Industries Pvt. Ltd.,ACUITE,Term loans,B-,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by ACUITE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ACUITE rating was downgraded. ACER provides independent assessment — we may rate you better.
Shanmugappriya Textiles Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Textiles,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Ola Electric Technologies Pvt. Ltd.,ICRA,Term loans,BBB,2026-04-28,45,Downgraded,LOW,Infrastructure,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Ola Electric Technologies Pvt. Ltd.,ICRA,Letter Of credit,BBB,2026-04-28,45,Downgraded,LOW,Infrastructure,N,"Downgraded by ICRA — dissatisfied client, open to better alternative.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Quadragen Vethealth Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Healthcare,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Parul Foods Specialities Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Agro/Food,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Samay Project Services Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Epicu Agro Products Pvt. Ltd.,ICRA,Non-government debt,BB+/A4+,2026-04-28,45,Downgraded,LOW,Agro/Food,Y,"Downgraded by ICRA — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your ICRA rating was downgraded. ACER provides independent assessment — we may rate you better.
Reeshav Automobiles Pvt. Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Enam Castings Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Steel & Metals,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Agarwal Toughened Glass India Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Agarwal Toughened Glass India Ltd.,CRISIL,Fund based financial facility/instrument,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
R M P Fab Sourcing Pvt. Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Ramji Acro Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Ramji Acro Ltd.,CRISIL,Long term Loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
Trisquare Switchgears Pvt. Ltd.,CARE,Non-government debt,BB-/A4,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CARE — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CARE rating was downgraded. ACER provides independent assessment — we may rate you better.
L G F Vitrified Pvt. Ltd.,CRISIL,Term loans,B,2026-04-28,45,Downgraded,LOW,Other/Unknown,Y,"Downgraded by CRISIL — dissatisfied client, open to better alternative. ALSO INC — not cooperating.",Your CRISIL rating was downgraded. ACER provides independent assessment — we may rate you better.
