Company Name,Instrument,Rating,Rating Date,Urgency,Outlook,Current Rater,Sector,Why Target
TLG Agro Traders Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-01-10,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
TLG Agro Traders Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-01-10,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Mash Agro Foods Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),2025-05-27,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
MRMC Foods Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-05-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
MRMC Foods Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-05-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Baba Kailashpati Agro Processing Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-05-08,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Al-Hamd Agro food Products Private Limited,Long Term Bank Facilities,IVR A- (Assigned),2025-04-30,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Al-Hamd Agro food Products Private Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),2025-04-30,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Al-Dua Food Processing Private Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),2025-05-12,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Piccadily Agro Industries Limited,Long Term Bank Facilities,IVR A- (Upgraded),2025-02-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Piccadily Agro Industries Limited,Short Term Bank Facilities,IVR A2+ (Upgraded),2025-02-25,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Kartick Chandra Agro Products Private Limited,Long Term Bank Facility,IVR C (INC)(Reaffirmed),2025-01-24,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Panchal Agro Fresh,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2024-11-27,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Hyfun Agrilink Private Limited,Long term Bank Facilities- Cash credit,IVR A- (Upgraded),2025-01-10,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Hyfun Agrilink Private Limited,Long term Bank Facilities- Term Loan,IVR A- (Assigned),2025-01-10,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Jeyyam Global Foods Limited (Erstwhile Jeyyam Global Foods Private Limited),Long Term Facilities,IVR BB (INC)(Downgraded),2025-04-07,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shree Durga Khandsari (Sugar) Mills,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-01-23,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Royal Agro Farm Private Limited(Erstwhile Royal Agro Farm),Long Term Facilities,IVR B+ (Upgraded),2025-05-13,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bija Agrifresh Private Limited (Earlier: Bija Poultry Farm Private Limited),Long Term Bank Facilities- Term Loan,IVR BBB- (Reaffirmed),2025-06-03,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bija Agrifresh Private Limited (Earlier: Bija Poultry Farm Private Limited),Long Term Bank Facilities- Cash Credit,IVR BBB- (Reaffirmed),2025-06-03,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Santhagarik Agro Private Limited,Long Term Facilities,IVR C+ (INC) (Downgraded),2025-05-08,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
D Raja Cotton Private Limited,Long Term Facilities,IVR BBB (Reaffirmed),2024-12-23,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
D Raja Cotton Private Limited,Short Term Facilities,IVR A3+ (Reaffirmed),2024-12-23,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Devraj Tropical Fruits (DTF),Long term Bank Facilities,IVR BB+ (Reaffirmed),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Devraj Tropical Fruits (DTF),Short term Bank Facilities,IVR A4+ (Reaffirmed),2025-03-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Devraj Tropical Fruits (DTF),Long term Bank Facilities - Proposed,IVR BB+ (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shre Devaraja Agro Aseptic Industries (SDAAI),Long term Bank Facilities,IVR BB+ (Reaffirmed),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shre Devaraja Agro Aseptic Industries (SDAAI),Long term Bank Facilities - Proposed,IVR A4+ (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shre Devaraja Agro Aseptic Industries (SDAAI),Long term Bank Facilities - Proposed,IVR BB+ (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Devaraaja Agro Industries (SDAI),Long term Bank Facilities,IVR BB+ (Reaffirmed),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Devaraaja Agro Industries (SDAI),Short term Bank Facilities,IVR A4+ (Reaffirmed),2025-03-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Devaraaja Agro Industries (SDAI),Long term Bank Facilities - Proposed,IVR BB+ (Assigned),2025-03-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Himalayan Bio Organic Foods Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-02-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sarveshwar Foods Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),2025-02-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sarveshwar Foods Limited,Short Term Bank Facility,IVR A2 (Upgraded),2025-02-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Paliwal Sons Dairy Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-01-07,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Balaji Industrial and Agricultural Castings Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-11,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Balaji Industrial and Agricultural Castings Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-04-11,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Balaji Industrial and Agricultural Castings Private Limited,Long Term/ Short Term Bank Facilities,IVR B/ IVR A4 (INC) (Downgraded/Reaffirmed),2025-04-11,HIGH,Negative/-,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sterling Foods (STF),Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-03-19,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Farm India Impex Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-05-19,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Farm India Impex Private Limited,Long Term/Short Term Bank Facilities,IVR B+/IVR A4; (INC)(Downgraded),2025-05-19,HIGH,Negative/-,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bambino Agro Industries Limited,Long Term Bank Facilities- Term Loan/ Drop Line Overdraft (DOD),IVR BBB- (Upgraded),2025-03-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bambino Agro Industries Limited,Long Term Bank Facilities- Cash Credit,IVR BBB- (Upgraded),2025-03-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bambino Agro Industries Limited,Long Term Bank Facilities- Cash Credit,IVR BBB- (Assigned),2025-03-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Bambino Agro Industries Limited,Long Term Bank Facilities- WCDL,IVR BBB- (Assigned),2025-03-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Thakur Agro Products,Long Term Bank Facilities,IVR B (INC)(Downgraded),2025-04-01,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
A1 Agri Global Limited (erstwhile A1 Agri Global Private Limited),Long Term Facilities,IVR BBB,2025-02-06,HIGH,Positive,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Mayuri Broiler Breeding Farms Private Limited,Long Term Facilities,IVR BB (INC) (Downgraded),2025-02-19,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sharp Agricom Limited,Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Reaffirmed/Assigned),2025-03-10,HIGH,Stable/-,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Criyagen Agri & Biotech Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-05-21,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agroh Vadodara Mumbai Expressway Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-02-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agroh Vadodara Mumbai Expressway Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-02-05,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agroh Vadodara Mumbai Expressway Private Limited,Long Term Bank Facilities,IVR BBB (CE)(Reaffirmed),2025-02-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agroh Vadodara Mumbai Expressway Private Limited,Short Term Bank Facilities,IVR A3+ (CE)(Reaffirmed),2025-02-05,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Grand Marine Foods,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-01-09,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Grand Marine Foods,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),2025-01-09,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
K K Agro Trade Ventures Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-02-20,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Varun Agro Processing Foods Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),2025-02-28,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities - Proposed,IVR BB+ (Reaffirmed),2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
HRMM Agro Overseas Private Limited,Long Term Bank Facility,IVR BBB (Upgraded),2025-05-29,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
HRMM Agro Overseas Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),2025-05-29,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Vinod Rice Mill Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),2025-05-05,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Vinod Rice Mill Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),2025-05-05,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Nila Seafoods Private Limited,Long Term Facilities,IVR BB- (INC)(Downgraded),2025-06-12,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Nila Seafoods Private Limited,Short Term Facilities,IVR A4 (ISSUER NOT COOPERATING),2025-06-12,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
LNSK Green House Agro Products LLP,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-03-27,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
LNSK Green House Agro Products LLP,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-03-27,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Belgaum Sugars Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-03-27,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Belgaum Sugars Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-03-27,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
AB Grain Spirits Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),2025-02-24,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
AB Grain Spirits Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),2025-02-24,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shree Agro Crop Sciences Private Limited,Long Term Facilities,IVR BB,2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Farm Fresh Kashmir,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),2025-03-06,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Puran Chand Rice Mills Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),2025-01-09,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Puran Chand Rice Mills Private Limited,Short Term Facilities,IVR A4+ (INC)(Downgraded),2025-01-09,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Annur SS Agro Foods Private Limited (AAFPL),Long Term Bank Facilities,IVR BB (Reaffirmed),2025-03-04,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Annur SS Agro Foods Private Limited (AAFPL),Long Term Bank Facility - WCDL,IVR BB (Assigned),2025-03-04,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Valency Agro Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),2025-02-17,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Valency Agro Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),2025-02-17,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Valency Agro Private Limited,Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Reaffirmed),2025-02-17,HIGH,Stable/-,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Valency Agro Private Limited,Proposed Long Term/Short Term Bank Facilities,-,2025-02-17,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Oswal Agrimpex,Short Term Bank Facilities,IVR A4+ (Downgraded),2025-02-20,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Abraq Agro Fresh LLP,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),2025-02-19,HIGH,Negative,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shaheen Agro Fresh Private Limited,Long Term Bank Facilities,IVR BB (Upgraded),2025-04-23,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Farmgate Agro Milch Private Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),2025-03-19,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Farmgate Agro Milch Private Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),2025-03-19,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Sai Nath Agri Industries Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),2025-02-06,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sri Sai Nath Agri Industries Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),2025-02-06,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Agribiotech Industries Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2024-12-18,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Rayatagro Solvex Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),2024-12-24,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
M V Agrotech Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-02,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
M V Agrotech Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-01-02,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
SGR (777) Foods Private Limited,Long Term Facilities,IVR BB- (Assigned),2025-01-22,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Yedeshwari Agro Products Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-24,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Yedeshwari Agro Products Limited,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),2025-01-24,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Keshav Cotton Industries,Long Term Facilities,IVR B (Assigned),2025-02-03,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shri Shyam Agro Biotech Private Limited,Long Term Bank Facilities,IVR BB (Assigned),2025-02-03,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shri Shyam Agro Biotech Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),2025-02-03,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Aayog Agro Private Limited,Long-Term Bank Facility,IVR BBB- (Assigned),2025-02-05,HIGH,Rating Watch with Developing Implications,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Aayog Agro Private Limited,Short-Term Bank Facility,IVR A3 (Assigned),2025-02-05,HIGH,Rating Watch with Developing Implications,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shyamalan Modern Rice Industries,Long term Facilities,IVR BB (Assigned),2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shyamalan Modern Rice Industries,Short Term Facilities,IVR A4 (Assigned),2025-02-07,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
JK Sugars and Commodities Private Limited,Long Term Bank Facilities - Cash Credit,IVR BB+ (Assigned),2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
JK Sugars and Commodities Private Limited,Proposed Long Term Bank Facilities - Cash Credit,IVR BB+ (Assigned),2025-02-07,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
KVG Agro Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),2025-02-20,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
KVG Agro Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),2025-02-20,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sona Agrotech,Long Term Bank Facilities,IVR BBB- (Assigned),2025-02-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sona Agrotech,Short Term Bank Facilities,IVR A3 (Assigned),2025-02-25,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Sona Agrotech,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),2025-02-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Shailaja Food and Agro Industries Private Limited,Long Term Facilities,IVR BB- (Assigned),2025-02-25,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Wings Agriculture Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),2025-03-04,HIGH,Stable,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
Wings Agriculture Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),2025-03-04,HIGH,Nil,Infomerics,Agro/Food,HIGH urgency rating in Agro/Food sector — overdue for renewal.
