Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Vijas Digital (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-27,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Jitendra New EV Tech Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),,2025-03-22,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
MVR Technology,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR B (INC)(Downgraded),,2025-03-17,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Mother Earth Environ Tech Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Proposed Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),,2025-05-20,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Classic Network Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Reaffirmed,2025-06-09,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Compucom Software Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 3,Withdrawn,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Hi-Tech Gears Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,A-,Upgraded,2025-05-08,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
I-Exceed Technology Solutions Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB-/A3,Initial Rating,2025-05-23,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Newgen Software Technologies Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 1,Reaffirmed,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
O F B Tech Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A+/A1+,Reaffirmed,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
P H N Technology Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2025-05-26,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Pay Point India Network Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB,Reaffirmed,2025-06-04,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Super Engi-Tech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,A 3+,Initial Rating,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Alipore Institute of Management & Technology,Infomerics,1,Infomerics,Term Loan,Term Loan,IVR BBB- (Withdrawn),,2020-04-18,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Cyberwalk Tech Park Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan,IVR B (Upgraded)(Withdrawn),,2024-08-21,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Expede-Tech Research & Development Private Limited,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (CE)(Assigned),,2025-04-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Finwizard Technology Private Limited,Infomerics,1,Infomerics,Short Term Facilities - Commercial Paper,Short Term Facilities - Commercial Paper,Withdrawn,,2025-01-24,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Gandhi Institute of Technology and Management,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (Upgraded),,2025-06-11,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Innovative Infocom & IT Parks Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan (LRD) | Proposed Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan (LRD),IVR BBB- (Reaffirmed),,2025-05-28,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Manipal Media Network Limited,Infomerics,1,Infomerics,Long Term Fund Based Bank Facilities | Short Term Non- Fund Based Bank Facilities,Long Term Fund Based Bank Facilities,Withdrawn,,2024-06-06,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
NDL Ventures Limited (erstwhile NXT Digital Limited),Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loans | Long Term Bank Facilities - Working Capital Facilities,Long Term Bank Facilities - Term Loans,Withdrawn,,2023-12-08,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Tech AIC DRI Pellets Private Limited,Infomerics,1,Infomerics,Long Term Bank Facility - Term Loan (Proposed),Long Term Bank Facility - Term Loan (Proposed),Withdrawn,,2022-09-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Terracis Technologies Limited (erstwhile E Centric Digital Limited),Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR BB (Reaffirmed and Withdrawn),,2025-03-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
UCN Cable Network Private Limited,Infomerics,1,Infomerics,Issuer Rating,Issuer Rating,Withdrawn,,2025-04-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
