Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
BS Minerals and Ores LLP,Infomerics,1,Infomerics,Long-Term Bank Facility | Short-Term Bank Facility,Long-Term Bank Facility,IVR BBB- (Assigned),,2025-04-02,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Comet Granito Private Limited,Infomerics,1,Infomerics,Long Term Facilities | Proposed Long Term | Proposed Short Term Facilities | Short Term Facilities,Long Term Facilities,IVR D (Downgraded),,2025-04-18,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Krishna Minerals,Infomerics,1,Infomerics,Long Term Bank Facilities- Term Loan (Proposed),Long Term Bank Facilities- Term Loan (Proposed),Provisional IVR A-(CE) (withdrawn),,2021-10-11,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Ramest Granito LLP,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2024-12-30,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
S.L. Oberai Minerals Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BB- (Assigned),,2025-03-17,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Shree Tatyasaheb Kore Warana Sahakari Sakhar Karkhana Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2025-05-05,HIGH,3,NO,Mining/Minerals,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Adison Granito Pvt. Ltd.,ACUITE | BRICKWORK,2,ACUITE,Bank Guarantee | Term loans,Bank Guarantee,D,Downgraded,2025-09-09,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Amore Jewels Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 4+,Withdrawn,2025-10-17,MEDIUM,5,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Creative Minerals (India) Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 2,Reaffirmed,2025-07-02,MEDIUM,5,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Durga Krishna Store Pvt. Ltd.,CARE | IND-RA,2,CARE,Non-fund based working capital limit | Non-government debt,Non-government debt,B+/A4,Withdrawn,2025-09-24,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Granite Mart Ltd.,BRICKWORK | CRISIL | Infomerics,3,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 4,Reaffirmed,2025-07-30,MEDIUM,5,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Growmore International Ltd.,CRISIL | ICRA,2,CRISIL,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument,Letter Of credit,A 4,Reaffirmed,2025-10-08,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Italica Granito Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-09-12,MEDIUM,5,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Maps Granito Pvt. Ltd.,IND-RA | Infomerics,2,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-08-21,MEDIUM,5,YES,Mining/Minerals,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Nair Coal Services Pvt. Ltd.,ACUITE | CARE,2,ACUITE,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-08-11,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Precision Granite & Marble Pvt. Ltd.,ACUITE | IND-RA,2,IND-RA,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt | Short-term loan,Non-government debt,B-/A4,Reaffirmed,2025-09-11,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sologres Granito Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4+,Reaffirmed,2025-07-02,MEDIUM,5,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Alinta Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4,Downgraded,2025-10-24,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Altrade Minerals Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-08-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Conor Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-10-17,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Emboza Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-09-15,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Hawk Granito Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-08-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Jayalaxmi Minerals & Resources Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Reaffirmed,2025-11-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
K S K Mineral Resources Pvt. Ltd.,ICRA,1,ICRA,Term loans,Term loans,D,Reaffirmed,2025-10-17,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Kishore Vadilal Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt,Letter Of credit,A 4,Downgraded,2025-11-26,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Krishnaping Minerals Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Term loans,Letter Of credit,D,Reaffirmed,2025-08-28,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Metalore Overseas Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans,Letter Of credit,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Mobilestore Services Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2025-10-01,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Multistone Granito Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,D,Reaffirmed,2025-08-18,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Pallava Granite Inds. (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-09-12,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Pearl Mineral & Mines Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-11-04,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Prashu Minerals & Services Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B/A4,Downgraded,2025-11-24,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Ram Kishore Nagarmal Mktg. Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-08-11,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Rashi Granite Exports India Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Letter Of credit | Short-term loan,Bank Guarantee,A 4,Reaffirmed,2025-09-10,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Real Granito Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-11-19,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
S S Offshore Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-09-11,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sensa Core Medical Instrumentation Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Downgraded,2025-11-13,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sesa Minerals Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Short-term loan,Fund based financial facility/instrument,D,Reaffirmed,2025-11-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Seven Hills Minerals Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 3+,Upgraded,2025-09-11,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Shrenik Marble Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-08-21,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sorento Granito Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Sunpark Granito Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-08-14,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Zarko Granito Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-09-01,MEDIUM,4,YES,Mining/Minerals,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Aavri Overseas Private Limited (erstwhile Logan Minerals Private Limited),Infomerics,1,Infomerics,Long Term / Short Term Bank Facilities | Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),,2025-10-06,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),,2025-12-10,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Letoza Granito LLP,Infomerics,1,Infomerics,Long Term Bank Facilities | Long/Short Term Bank Facility | Short Term Bank Facility,Long Term Bank Facilities,IVR B- (INC)(Downgraded),,2025-07-29,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Livenza Granito LLP,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),,2025-12-01,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Vrisa Minerals Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities (Proposed),Long Term Bank Facilities (Proposed),IVR BB+ (INC)(Downgraded),,2025-09-22,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
Zandros Granito LLP,Infomerics,1,Infomerics,Long Term Facility - Fund-Based - Cash Credit | Long Term Facility - Fund-Based - Term Loan | Short Term Facility - Non-Fund Based - Bank Guarantee,Long Term Facility - Fund-Based - Term Loan,IVR B- (INC)(Reaffirmed),,2025-09-22,MEDIUM,4,YES,Mining/Minerals,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as cooperative alternative; pitch cooperative engagement vs. passive rater
20 Microns Nano Minerals Ltd.,CRISIL | ICRA,2,ICRA,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Term loans,A,Upgraded,2025-10-15,MEDIUM,3,NO,Mining/Minerals,D365,Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),Multi-agency — benchmark pitch: ACER offers analyst access + speed advantage
Andhra Pradesh Granite (Midwest) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Long term Loans,A-,Upgraded,2025-11-11,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Aro Granite Inds. Ltd.,CARE,1,CARE,Term loans,Term loans,BB-,Reaffirmed,2025-12-02,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Azico Biophore India Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,BBB-,Reaffirmed,2025-07-21,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Cochin Minerals & Rutile Ltd.,CARE,1,CARE,Bank Guarantee | Letter Of credit,Bank Guarantee,A 3+,Reaffirmed,2025-08-11,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Coimbatore Polytex Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Long term Loans,Long term Loans,AA-,Reaffirmed,2025-11-07,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Core Carbons Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A-/A1,Reaffirmed,2025-11-21,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Dhar Coal Products Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,BBB/A3+,Initial Rating,2025-11-14,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Girrajji Stone Crushers Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 1,Initial Rating,2025-08-19,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Gujarat Mineral Devp. Corpn. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AA+/A1+,Reaffirmed,2025-08-22,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
I R M Offshore & Marine Engineers Pvt. Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,Fund based financial facility/instrument,A-,Upgraded,2025-08-28,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Indore Composite Pvt. Ltd.,ICRA,1,ICRA,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,Non-government debt,A-/A2+,Reaffirmed,2025-09-08,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Jyothi Granite Exports India Pvt. Ltd.,CARE,1,CARE,Letter Of credit | Non-government debt | Term loans,Letter Of credit,A 4,Reaffirmed,2025-10-10,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Lucky Minerals Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,A 4,Initial Rating,2025-10-29,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Madhu Silica Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,AA+/A1+,Reaffirmed,2025-12-12,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mahavir Coal Washeries Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Long term Loans | Term loans,Long term Loans,A-,Upgraded,2025-11-18,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mangalore S E Z Ltd.,CARE,1,CARE,Term loans,Term loans,AA-,Reaffirmed,2025-08-25,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Mohit Minerals Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,A-,Reaffirmed,2025-10-16,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Oceanic Trade Minerals Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans,Long term Loans,BBB+,Initial Rating,2025-09-16,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Omax Minerals Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 1,Reaffirmed,2025-10-10,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Oswal Minerals Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB/A4,Downgraded,2025-09-16,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
R K Marble & Granite Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,BBB+/A2,Reaffirmed,2025-07-31,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
Shah Coal Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,A 3,Reaffirmed,2025-07-30,MEDIUM,2,NO,Mining/Minerals,D365,Approaching renewal (6-12 months),Mining/Minerals — BG for project contracts and bank credit — ACER SME-friendly pricing and faster turnaround
