Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
A G Conveying Systems Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,D,Reaffirmed,2025-05-21,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Alaska Fabtech Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,D,Reaffirmed,2025-05-21,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Aurionpro Toshi Automatic Systems Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-05-23,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
C S M Technologies Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4+,Withdrawn,2025-05-30,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Diligent S C M Solutions Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,BB,Withdrawn,2025-05-23,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Healthfore Technologies Ltd.,CARE,1,CARE,Term loans,Term loans,D,Reaffirmed,2025-05-20,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Koenig Solutions Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,B,Reaffirmed,2025-05-29,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Kommineni Infotech Pvt. Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2025-05-20,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Mylab Discovery Solutions Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,BB-,Downgraded,2025-05-14,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Peethambra Granites Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,B,Reaffirmed,2025-05-29,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Proarch I T Solutions Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-06-13,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Supertech Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-05-16,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Terracis Technologies Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2025-05-22,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Venta Realtech Pvt. Ltd. [Merged],CARE,1,CARE,Term loans,Term loans,D,Reaffirmed,2025-05-12,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Ascent E Digit Solutions Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),,2025-04-18,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: current rater abandoned, ACER rescues in 15 days"
Classic Network Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Reaffirmed,2025-06-09,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Compucom Software Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 3,Withdrawn,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Hi-Tech Gears Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,A-,Upgraded,2025-05-08,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
I-Exceed Technology Solutions Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB-/A3,Initial Rating,2025-05-23,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Newgen Software Technologies Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 1,Reaffirmed,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
O F B Tech Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A+/A1+,Reaffirmed,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
P H N Technology Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2025-05-26,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Pay Point India Network Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB,Reaffirmed,2025-06-04,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Super Engi-Tech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,A 3+,Initial Rating,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Alipore Institute of Management & Technology,Infomerics,1,Infomerics,Term Loan,Term Loan,IVR BBB- (Withdrawn),,2020-04-18,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Cyberwalk Tech Park Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan,IVR B (Upgraded)(Withdrawn),,2024-08-21,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Expede-Tech Research & Development Private Limited,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (CE)(Assigned),,2025-04-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Finwizard Technology Private Limited,Infomerics,1,Infomerics,Short Term Facilities - Commercial Paper,Short Term Facilities - Commercial Paper,Withdrawn,,2025-01-24,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Gandhi Institute of Technology and Management,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (Upgraded),,2025-06-11,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Innovative Infocom & IT Parks Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan (LRD) | Proposed Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan (LRD),IVR BBB- (Reaffirmed),,2025-05-28,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Manipal Media Network Limited,Infomerics,1,Infomerics,Long Term Fund Based Bank Facilities | Short Term Non- Fund Based Bank Facilities,Long Term Fund Based Bank Facilities,Withdrawn,,2024-06-06,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
NDL Ventures Limited (erstwhile NXT Digital Limited),Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loans | Long Term Bank Facilities - Working Capital Facilities,Long Term Bank Facilities - Term Loans,Withdrawn,,2023-12-08,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Tech AIC DRI Pellets Private Limited,Infomerics,1,Infomerics,Long Term Bank Facility - Term Loan (Proposed),Long Term Bank Facility - Term Loan (Proposed),Withdrawn,,2022-09-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Terracis Technologies Limited (erstwhile E Centric Digital Limited),Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR BB (Reaffirmed and Withdrawn),,2025-03-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
UCN Cable Network Private Limited,Infomerics,1,Infomerics,Issuer Rating,Issuer Rating,Withdrawn,,2025-04-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Awfis Space Solutions Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A+,Initial Rating,2025-05-16,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. IND-RA
Elcome Integrated Systems Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,A 3,Reaffirmed,2025-05-08,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
G R P Circular Solutions Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BB+,Reaffirmed,2025-06-13,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. IND-RA
Ghaziabad Water Solutions Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,A-,Reaffirmed,2025-06-10,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. IND-RA
Mahle Anand Thermal Systems Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,A+,Reaffirmed,2025-05-15,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
Pontika Aerotech Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BB+,Upgraded,2025-06-06,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
Replus Engitech Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 2+,Initial Rating,2025-05-23,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. IND-RA
Sigma Advanced Systems Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB,Withdrawn,2025-06-02,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. IND-RA
Thermosystems Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument,Bank Guarantee,A 1,Upgraded,2025-06-10,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
V D A Infosolutions Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 2,Upgraded,2025-05-20,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
Vem Technologies Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 3+,Reaffirmed,2025-05-22,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
Versatile Polytech Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,A-,Reaffirmed,2025-05-09,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. CRISIL
ACN Infotech (India) Private Limited,Infomerics,1,Infomerics,Short Term Non-Fund Based Limits (Foreign Bank Guarantee),Short Term Non-Fund Based Limits (Foreign Bank Guarantee),Withdrawn,,2021-09-30,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Corporate Infotech Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Assigned),,2025-03-27,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
DC Infotech and Communication Limited(DCI),Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR BBB- (Reaffirmed),,2025-03-27,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
KGF Granites Private Limited,Infomerics,1,Infomerics,Long Term - Non Convertible Debentures (INE0H5H07012),Long Term - Non Convertible Debentures (INE0H5H07012),Withdrawn,,2023-06-22,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Nitesh Fashion Private Limited (NFPL),Infomerics,1,Infomerics,Long Term Fund Based Facility- Overdraft Cash Credit (Sublimit- ODBD/PC/ PCFC/FDB/FBE/BRD),Long Term Fund Based Facility- Overdraft Cash Credit (Sublimit- ODBD/PC/ PCFC/FDB/FBE/BRD),IVR B+ (Reaffirmed and Withdrawn),,2021-05-12,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
RITES Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR AAA (Reaffirmed),,2025-03-31,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Ritesh Tradefin Limited,Infomerics,1,Infomerics,Long Term Instruments/Facilities,Long Term Instruments/Facilities,Withdrawn,,2024-07-15,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Taj Granites Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,Long Term Bank Facilities,IVR B (Reaffirmed and Withdrawn),,2024-01-03,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch quick turnaround and competitive pricing vs. Infomerics
Allied Digital Services Ltd.,ACUITE | CRISIL,2,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 2,Reaffirmed,2025-10-01,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
E S D S Software Solution Ltd.,ACUITE | CRISIL | IND-RA,3,CRISIL,Bank Guarantee | Non-fund based working capital limit | Term loans,Bank Guarantee,A 2,Upgraded,2025-09-03,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Paradigmit Technology Services Pvt. Ltd.,ACUITE | IND-RA,2,ACUITE,Bank Guarantee | Long term Loans | Non-fund based working capital limit | Term loans,Bank Guarantee,A 4,Withdrawn,2025-10-16,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Reliance Broadcast Network Ltd.,BRICKWORK | CARE,2,BRICKWORK,Bank Guarantee | Term loans,Term loans,D,Withdrawn,2025-09-24,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
S N Enviro-Tech Pvt. Ltd.,ACUITE | CRISIL,2,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,D,Withdrawn,2025-07-24,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Sai Tech Medicare Pvt. Ltd.,ACUITE | BRICKWORK,2,ACUITE,Long term Loans | Term loans,Long term Loans,C,Reaffirmed,2025-10-23,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Tera Software Ltd.,IND-RA | Infomerics,2,IND-RA,Non-fund based working capital limit,Non-fund based working capital limit,A 4,Reaffirmed,2025-07-18,MEDIUM,5,YES,IT/Software,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Alco Info-Tech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Ansal Hi-Tech Townships Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-11-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Anu Tech Infra Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BB,Reaffirmed,2025-07-17,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Arasu Hi Tech Infra Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Baroda Hi-Tech Alloys Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Downgraded,2025-10-07,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Calance Software Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 4+,Reaffirmed,2025-06-25,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Chaitanya Hi-Tech Engg. Co. Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B-,Reaffirmed,2025-11-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Data Processing Forms Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-09-10,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Delite Hi-Tech Furniture Inds. Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Ebixcash Mobility Software India Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,2025-07-25,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Gumbi Software Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-10-23,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
H D System Sales Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-08-21,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans | Term loans,Term loans,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),"INC with current rater — ACER offers fresh start, analyst accessibility"
