Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Vijas Digital (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-27,HIGH,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Jitendra New EV Tech Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),,2025-03-22,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
MVR Technology,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR B (INC)(Downgraded),,2025-03-17,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Mother Earth Environ Tech Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities | Proposed Long Term Bank Facilities,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),,2025-05-20,HIGH,5,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Rating overdue (>12 months),"ULTRA HOT — INC + overdue: rescue pitch; current rater abandoned, ACER delivers in 15 days"
Classic Network Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 3+,Reaffirmed,2025-06-09,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Compucom Software Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 3,Withdrawn,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Hi-Tech Gears Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,A-,Upgraded,2025-05-08,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
I-Exceed Technology Solutions Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,BBB-/A3,Initial Rating,2025-05-23,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Newgen Software Technologies Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 1,Reaffirmed,2025-06-05,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
O F B Tech Pvt. Ltd.,ICRA,1,ICRA,Non-government debt,Non-government debt,A+/A1+,Reaffirmed,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
P H N Technology Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BBB,Reaffirmed,2025-05-26,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Pay Point India Network Pvt. Ltd.,IND-RA,1,IND-RA,Term loans,Term loans,BBB,Reaffirmed,2025-06-04,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Super Engi-Tech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,A 3+,Initial Rating,2025-05-30,HIGH,3,NO,IT/Software,D365,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Alipore Institute of Management & Technology,Infomerics,1,Infomerics,Term Loan,Term Loan,IVR BBB- (Withdrawn),,2020-04-18,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Cyberwalk Tech Park Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan,IVR B (Upgraded)(Withdrawn),,2024-08-21,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Expede-Tech Research & Development Private Limited,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (CE)(Assigned),,2025-04-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Finwizard Technology Private Limited,Infomerics,1,Infomerics,Short Term Facilities - Commercial Paper,Short Term Facilities - Commercial Paper,Withdrawn,,2025-01-24,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Gandhi Institute of Technology and Management,Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR A (Upgraded),,2025-06-11,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Innovative Infocom & IT Parks Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loan (LRD) | Proposed Long Term Bank Facilities - Term Loan,Long Term Bank Facilities - Term Loan (LRD),IVR BBB- (Reaffirmed),,2025-05-28,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Manipal Media Network Limited,Infomerics,1,Infomerics,Long Term Fund Based Bank Facilities | Short Term Non- Fund Based Bank Facilities,Long Term Fund Based Bank Facilities,Withdrawn,,2024-06-06,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
NDL Ventures Limited (erstwhile NXT Digital Limited),Infomerics,1,Infomerics,Long Term Bank Facilities - Term Loans | Long Term Bank Facilities - Working Capital Facilities,Long Term Bank Facilities - Term Loans,Withdrawn,,2023-12-08,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Tech AIC DRI Pellets Private Limited,Infomerics,1,Infomerics,Long Term Bank Facility - Term Loan (Proposed),Long Term Bank Facility - Term Loan (Proposed),Withdrawn,,2022-09-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Terracis Technologies Limited (erstwhile E Centric Digital Limited),Infomerics,1,Infomerics,Long Term Facilities | Short Term Facilities,Long Term Facilities,IVR BB (Reaffirmed and Withdrawn),,2025-03-04,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
UCN Cable Network Private Limited,Infomerics,1,Infomerics,Issuer Rating,Issuer Rating,Withdrawn,,2025-04-23,HIGH,3,NO,IT/Software,Infomerics,Rating overdue (>12 months),Overdue rating — pitch speed: IT companies need fresh rating for client POs and tenders
Allied Digital Services Ltd.,ACUITE | CRISIL,2,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 2,Reaffirmed,2025-10-01,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
E S D S Software Solution Ltd.,ACUITE | CRISIL | IND-RA,3,CRISIL,Bank Guarantee | Non-fund based working capital limit | Term loans,Bank Guarantee,A 2,Upgraded,2025-09-03,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (3 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Paradigmit Technology Services Pvt. Ltd.,ACUITE | IND-RA,2,ACUITE,Bank Guarantee | Long term Loans | Non-fund based working capital limit | Term loans,Bank Guarantee,A 4,Withdrawn,2025-10-16,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Reliance Broadcast Network Ltd.,BRICKWORK | CARE,2,BRICKWORK,Bank Guarantee | Term loans,Term loans,D,Withdrawn,2025-09-24,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
S N Enviro-Tech Pvt. Ltd.,ACUITE | CRISIL,2,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,D,Withdrawn,2025-07-24,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Sai Tech Medicare Pvt. Ltd.,ACUITE | BRICKWORK,2,ACUITE,Long term Loans | Term loans,Long term Loans,C,Reaffirmed,2025-10-23,MEDIUM,5,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Tera Software Ltd.,IND-RA | Infomerics,2,IND-RA,Non-fund based working capital limit,Non-fund based working capital limit,A 4,Reaffirmed,2025-07-18,MEDIUM,5,YES,IT/Software,Both,INC — issuer not cooperating with current rater | Multi-agency (2 raters) — open to new entrant | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Alco Info-Tech Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Ansal Hi-Tech Townships Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-11-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Anu Tech Infra Pvt. Ltd.,CRISIL,1,CRISIL,Term loans,Term loans,BB,Reaffirmed,2025-07-17,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Arasu Hi Tech Infra Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Baroda Hi-Tech Alloys Pvt. Ltd.,CARE,1,CARE,Bank Guarantee | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Downgraded,2025-10-07,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Calance Software Pvt. Ltd.,IND-RA,1,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 4+,Reaffirmed,2025-06-25,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Chaitanya Hi-Tech Engg. Co. Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,B-,Reaffirmed,2025-11-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Data Processing Forms Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-09-10,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Delite Hi-Tech Furniture Inds. Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-11-14,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Ebixcash Mobility Software India Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,D,Reaffirmed,2025-07-25,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Gumbi Software Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-10-23,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
H D System Sales Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-08-21,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Hi Tech Ferrous & Non Ferrous India Pvt. Ltd.,ACUITE,1,ACUITE,Long term Loans | Term loans,Term loans,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Hi-Tech Audio Systems Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-10-08,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Hi-Tech Board Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B+,Reaffirmed,2025-12-10,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Hi-Tech Butterfly Valves (India) Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit | Term loans,Bank Guarantee,A 4,Downgraded,2025-09-10,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Innovative Tech Pack Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans,Letter Of credit,A 4+,Downgraded,2025-08-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
J J Hi Tech Foods Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,D,Reaffirmed,2025-09-23,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Karvy Data Mgmt. Services Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans,Letter Of credit,D,Reaffirmed,2025-11-27,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Kumar Arch Tech Ltd.,ICRA,1,ICRA,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,A 4+,Downgraded,2025-09-30,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Lancer Laser Tech Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-07-14,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Lanco Hills Technology Park Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-09-12,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
M B E Coal & Mineral Technology India Pvt. Ltd.,CARE,1,CARE,Non-government debt,Non-government debt,D,Reaffirmed,2025-07-15,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Madurai Krishna Network Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,D,Reaffirmed,2025-11-24,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Mahathi Software Pvt. Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,B-/A4,Reaffirmed,2025-09-11,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Maple Digital Technology Intl. Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument | Short-term loan | Term loans,Short-term loan,A 4+,Downgraded,2025-07-22,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Marks Pryor Marking Technology Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Letter Of credit,Bank Guarantee,D,Reaffirmed,2025-06-23,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Nufuture Digital (India) Ltd.,IND-RA,1,IND-RA,Non-government debt,Non-government debt,C/A4,Reaffirmed,2025-08-21,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Q I Network Enterprise Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-10-22,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
R J Bio-Tech Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-11-11,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Roop Technology Pvt. Ltd.,ICRA,1,ICRA,Long term Loans | Non-government debt | Short-term loan,Long term Loans,D,Reaffirmed,2025-11-20,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
S C S Tech India Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 4+,Withdrawn,2025-10-15,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
S H Tech Park Developers Pvt. Ltd.,CARE,1,CARE,Term loans,Term loans,C,Reaffirmed,2025-09-26,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Solidus Hi-Tech Products Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-08-28,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Sreedevi Digital Systems Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-12-09,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Tech Sutre Inds. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-08-26,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Technology Frontiers (India) Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-11-24,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Tesna Tech Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans,Long term Loans,B,Reaffirmed,2025-10-30,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Trans Tech Turnkey Pvt. Ltd.,CRISIL,1,CRISIL,Letter Of credit | Long term Loans | Short-term loan | Term loans,Letter Of credit,D,Reaffirmed,2025-11-25,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Vaishnavi Bio Tech Intl. Ltd.,ICRA,1,ICRA,Non-government debt | Term loans,Non-government debt,B+/A4,Reaffirmed,2025-08-07,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Vedang Radio Technology Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans,Bank Guarantee,A 4,Reaffirmed,2025-07-11,MEDIUM,4,YES,IT/Software,D365,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Ambika Recharge Solution Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),,2025-08-19,MEDIUM,4,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
PHN Technology Private Limited,Infomerics,1,Infomerics,Long Term Bank Facilities - Cash Credit | Long Term Bank Facilities - Term Loan | Proposed Long Term Bank Facilities,Long Term Bank Facilities - Term Loan,IVR BB+ (INC)(Downgraded),,2025-10-23,MEDIUM,4,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
Plutonium Business Solution Private Limited,Infomerics,1,Infomerics,Long Term Bank Facility,Long Term Bank Facility,IVR BB- (INC)(Downgraded),,2025-09-26,MEDIUM,4,YES,IT/Software,Infomerics,INC — issuer not cooperating with current rater | Approaching renewal (6-12 months),INC company — ACER as tech-sector specialist; BG/LC renewal critical for IT contracts
