Company Name,Latest Instrument,Latest Rater,Latest Rating,Rating Date,Urgency,Sector,INC Flag,All Raters,Rater Count,All Instruments,Latest Status,Data Source,Priority Score,Why Target,ACER Pitch Angle
Rubber King Tyre Pvt. Ltd.,Bank Guarantee,CRISIL,A 4+,2025-05-06,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
S P P Polymer Ltd.,Bank Guarantee,CRISIL,A 4,2025-06-10,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aadi Polymers Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-23,HIGH,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument | Non-government debt,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Abil Chempharma Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-16,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Adorn Speciality Polymers Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-09,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Asian Fertilizers Ltd.,Fund based financial facility/instrument,BRICKWORK,B-,2025-06-05,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Downgraded,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Asolution Pharmaceuticals Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-05-21,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Choksi Laboratories Ltd.,Term loans,BRICKWORK,C,2025-06-12,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Darjeeling Organic Tea Estates Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-06-05,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
G K Plastics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-06-12,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Heurtey Petrochem India Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-05-28,HIGH,Chemicals/Pharma,YES,ICRA,1,Non-fund-based financial facility/instrument,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jeevan Polymers Pvt. Ltd.,Letter Of credit,BRICKWORK,D,2025-06-05,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nuchem Dyestuffs Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-06-04,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Organic Coatings Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-30,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pab Organics Pvt. Ltd.,Non-fund-based financial facility/instrument,CARE,A 4,2025-06-10,HIGH,Chemicals/Pharma,YES,CARE,1,Non-fund-based financial facility/instrument | Non-government debt | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Rupal Plastics Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-05-29,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sandhya Organic Chemicals Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-06-13,HIGH,Chemicals/Pharma,YES,CRISIL,1,Bank Guarantee | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Saptagir Laboratories Pvt. Ltd.,Term loans,CARE,C,2025-05-19,HIGH,Chemicals/Pharma,YES,CARE,1,Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sovika Chemicals Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-05,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Bank Guarantee,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Spell Organics Ltd.,Fund based financial facility/instrument,CRISIL,B+,2025-05-15,HIGH,Chemicals/Pharma,YES,CRISIL,1,Fund based financial facility/instrument | Term loans,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Star Chem Poly Trade Pvt. Ltd.,Non-government debt,BRICKWORK,C/A4,2025-05-28,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Non-government debt,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sunflag Chemicals Pvt. Ltd.,Fund based financial facility/instrument,CARE,A 4,2025-05-28,HIGH,Chemicals/Pharma,YES,CARE,1,Fund based financial facility/instrument | Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Tradeimpex Polymers (India) Pvt. Ltd.,Letter Of credit,BRICKWORK,A 4,2025-05-21,HIGH,Chemicals/Pharma,YES,BRICKWORK,1,Letter Of credit,Reaffirmed,D365,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jericho Chemicals LLP,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-28,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Facilities,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Moksha Thermoplastics Private Limited,Long Term Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-03-06,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Facilities | Short Term Facilities,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
P.K. Pharmatech Private Limited,Long Term Bank Facility- Cash Credit,Infomerics,IVR B+(INC) (Downgraded),2025-01-01,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Bank Facility- Cash Credit | Proposed Long Term Bank Facility | Short Term Fund Based Limits- BG/LC,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sonasati Organics Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (CE)(INC)(Reaffirmed and Withdrawn),2022-10-31,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Universal Starch Chem Allied Limited (USCAL),Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),2025-05-12,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Vinni Chemicals Private Limited,Long Term Bank Facilities,Infomerics,IVR C+ (INC)(Downgraded),2025-02-07,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long Term Bank Facilities,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Vishnu Chemicals Limited (VCL),Long term Bank Facilities - Term Loan,Infomerics,IVR BB+ (INC)(Withdrawn),2023-05-03,HIGH,Chemicals/Pharma,YES,Infomerics,1,Long term Bank Facilities - CECL/GECL 2.0 | Long term Bank Facilities - Cash Credit | Long term Bank Facilities - Term Loan | Long/Short term Bank Facilities (Proposed) | Short term Bank Facilities - LC/BGs,,Infomerics,5,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Kripa Biotech LLP,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded),2025-05-28,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Nestor Pharmaceuticals Limited,Long Term Facilities,Infomerics,IVR BB+ (Upgraded and Withdrawn),2025-05-26,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Criyagen Agri & Biotech Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-05-21,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
T. R. Chemicals Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed),2025-04-18,HIGH,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Fredun Pharmaceuticals Limited,Long Term/ Short Term Bank Facility,Infomerics,IVR BBB/IVR A3+; (Assigned),2025-04-02,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term/ Short Term Bank Facility,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Medi Pharma Drug House,Short Term Bank Facilities,Infomerics,IVR A3 (Assigned),2025-03-20,HIGH,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
North Point Pharmaceutical Distributors,Long Term Bank Facilities,Infomerics,Withdrawn,2025-03-18,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Spansules Pharmatech Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-11,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Mahi Drugs Private Limited,Long Term Facilities,Infomerics,IVR BB+ (Assigned),2025-02-25,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Shri Shyam Agro Biotech Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-02-03,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Jammu Pigments Limited,Short Term Bank Facilities,Infomerics,IVR A1 (Upgraded),2025-01-27,HIGH,Chemicals/Pharma,NO,Infomerics,1,Short Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Styrax Pharma Private Limited,Proposed Long Term/Short Term Bank Facilities,Infomerics,IVR BBB/IVR A3+; (Assigned),2025-01-01,HIGH,Chemicals/Pharma,NO,Infomerics,1,Proposed Long Term/Short Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Agribiotech Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2024-12-18,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Bliss GVS Pharma Limited,Long Term Bank Facilities,Infomerics,Withdrawn,2024-06-26,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Primecare Pharma Private Limited,Long Term Fund Based Facility - CC (Proposed),Infomerics,Withdrawn,2024-02-16,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund Based Facility - CC (Proposed),Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Himadri Speciality Chemical Limited,Commercial Paper,Infomerics,IVR A1+ (Withdrawn),2018-05-09,HIGH,Chemicals/Pharma,NO,Infomerics,1,Commercial Paper,Infomerics only,Infomerics,4,Rating overdue,ACER offers faster sector-specialist rating with competitive fees
Naga Hanuman Solvent Oils Pvt. Ltd.,Term loans,ACUITE,BBB-,2025-06-10,HIGH,Chemicals/Pharma,NO,ACUITE,1,Term loans,Withdrawn,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Ucal Polymer Inds. Ltd.,Letter Of credit,CARE,A 4+,2025-05-21,HIGH,Chemicals/Pharma,NO,CARE,1,Letter Of credit,Withdrawn,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
JPB Chemical Industries Private Limited,Long Term Fund Based Facility - Cash Credit,Infomerics,Withdrawn,2022-05-30,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Fund Based Facility - Cash Credit,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
K. D. Liquor & Fertilizer Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Reaffirmed and withdrawn),2023-01-27,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Kodarma Chemical Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-02-26,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Shri Bajrang Chemical Distillery LLP,Long Term Facilities,Infomerics,IVR BBB- (Reaffirmed),2025-03-28,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Facilities | Short Term Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Abhijeet Plastics (India) Pvt. Ltd.,Long term Loans,CRISIL,BB+,2025-05-20,HIGH,Chemicals/Pharma,NO,CRISIL,1,Long term Loans | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Biodeal Pharmaceuticals Ltd.,Non-government debt,ICRA,BBB-/A3,2025-05-08,HIGH,Chemicals/Pharma,NO,ICRA,1,Non-government debt,Initial Rating,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Biophore India Pharmaceuticals Pvt. Ltd.,Long term Loans,CRISIL,A-,2025-05-07,HIGH,Chemicals/Pharma,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Calyx Chemicals & Pharmaceuticals Ltd.,Letter Of credit,ACUITE,A 3+,2025-06-04,HIGH,Chemicals/Pharma,NO,ACUITE,1,Letter Of credit | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Cetex Petrochemicals Ltd. [Merged],Non-government debt,CARE,A-/A2,2025-06-12,HIGH,Chemicals/Pharma,NO,CARE,1,Bank Guarantee | Non-government debt,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Fairchem Organics Ltd.,Non-government debt,CARE,A/A1,2025-06-04,HIGH,Chemicals/Pharma,NO,CARE,1,Letter Of credit | Non-government debt,Downgraded,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Global Chemicals Ltd.,Fund based financial facility/instrument,CRISIL,BB,2025-05-08,HIGH,Chemicals/Pharma,NO,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Long term Loans,ACUITE,AA+,2025-05-16,HIGH,Chemicals/Pharma,NO,ACUITE,1,Bank Guarantee | Letter Of credit | Long term Loans | Short-term loan,Withdrawn,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Hindprakash Chemicals Pvt. Ltd.,Non-government debt,CARE,BB+/A4+,2025-05-22,HIGH,Chemicals/Pharma,NO,CARE,1,Non-government debt | Term loans,Withdrawn,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Innova Rubbers Pvt. Ltd.,Non-government debt,CARE,BBB-/A3,2025-06-02,HIGH,Chemicals/Pharma,NO,CARE,1,Non-government debt | Term loans,Downgraded,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Makin Laboratories Pvt. Ltd.,Term loans,IND-RA,BB+,2025-05-28,HIGH,Chemicals/Pharma,NO,IND-RA,1,Term loans,Initial Rating,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Panchsheel Organics Ltd.,Fund based financial facility/instrument,CRISIL,BBB-,2025-05-27,HIGH,Chemicals/Pharma,NO,CRISIL,1,Fund based financial facility/instrument,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Periyar Polymers Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,2025-05-21,HIGH,Chemicals/Pharma,NO,CRISIL,1,Letter Of credit | Long term Loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Petro Carbon & Chemicals Ltd.,Non-fund based working capital limit,IND-RA,A 3+,2025-05-06,HIGH,Chemicals/Pharma,NO,IND-RA,1,Non-fund based working capital limit | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Pharmax India Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BBB,2025-05-06,HIGH,Chemicals/Pharma,NO,CRISIL,1,Fund based financial facility/instrument | Term loans,Upgraded,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Polyset Plastics Pvt. Ltd.,Short-term loan,CRISIL,A 3+,2025-06-09,HIGH,Chemicals/Pharma,NO,CRISIL,1,Short-term loan,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
S S F Plastics India Ltd.,Term loans,CRISIL,A,2025-05-12,HIGH,Chemicals/Pharma,NO,CRISIL,1,Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Tarajyot Polymers Ltd.,Fund based financial facility/instrument,ICRA,BBB-,2025-05-30,HIGH,Chemicals/Pharma,NO,ICRA,1,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Downgraded,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Topnotch Chemicals Pvt. Ltd.,Letter Of credit,ACUITE,A 3+,2025-06-04,HIGH,Chemicals/Pharma,NO,ACUITE,1,Letter Of credit | Long term Loans | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Valiant Organics Ltd.,Long term Loans,CRISIL,A-,2025-05-07,HIGH,Chemicals/Pharma,NO,CRISIL,1,Letter Of credit | Long term Loans | Short-term loan | Term loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Vantech Chemicals Ltd.,Bank Guarantee,CRISIL,A 4+,2025-05-13,HIGH,Chemicals/Pharma,NO,CRISIL,1,Bank Guarantee | Letter Of credit | Long term Loans,Reaffirmed,D365,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Cadchem Laboratories Limited,Long Term Bank Facilities,Infomerics,IVR D (Reaffirmed and Withdrawn),2020-10-09,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Crop Care Organics LLP (CCOL),Long Term Bank Facilities,Infomerics,IVR B (Reaffirmed and Withdrawn),2023-08-21,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Eco Organics,Long Term Bank Facilities,Infomerics,IVR BBB- (Assigned),2025-03-11,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Gulf Petrochem FZC,Issuer Rating,Infomerics,IVR BB [Is](Withdrawn),2020-09-09,HIGH,Chemicals/Pharma,NO,Infomerics,1,Issuer Rating,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Gulf Petrochem India Private Limited,Long Term Bank Facilities,Infomerics,Withdrawn,2024-07-16,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Haldia Petrochemicals Limited,Commercial Paper,Infomerics,IVR A1+ (Withdrawn),2019-01-11,HIGH,Chemicals/Pharma,NO,Infomerics,1,Commercial Paper,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Himalayan Bio Organic Foods Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),2025-02-06,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
Interpack Polymers Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (Assigned),2025-01-02,HIGH,Chemicals/Pharma,NO,Infomerics,1,Long Term Bank Facilities | Short Term Bank Facilities,,Infomerics,3,Rating overdue (>12 months),Rating overdue — ACER can complete rating faster than incumbent
