Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Geographic Cluster,Why Target,ACER Pitch Angle
Sohrab Textile Mills Ltd.,Term loans,Term loans,ACUITE,ACUITE,1,D,Reaffirmed,2025-05-28,HIGH,5,YES,Textiles,Other,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Srinivasa Cotton & Oil Mills Pvt. Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,BB+,Reaffirmed,2025-05-21,HIGH,5,YES,Textiles,Other,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Texwin Spinning Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 4,Withdrawn,2025-06-10,HIGH,5,YES,Textiles,Other,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Hillman Hosiery Mills Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR B- (INC)(Downgraded),,2025-05-08,HIGH,5,YES,Textiles,Other,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Linen Art Private Limited,Long Term Bank Facilities,Long Term Bank Facilities,Infomerics,Infomerics,1,IVR BB (INC)(Downgraded),,2025-02-25,HIGH,5,YES,Textiles,Other,"INC — rater relationship broken | Rating overdue (>12 months) | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Rating overdue — renewal urgency NOW | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
A S Jute Product Pvt. Ltd.,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,BRICKWORK | IND-RA,BRICKWORK,2,A 4,Reaffirmed,2025-11-11,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Bansal Spinning Mills Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Non-government debt,Non-government debt,BRICKWORK | IND-RA | Infomerics,IND-RA,3,B/A4,Downgraded,2025-08-21,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Birin Spinning Mills Ltd.,Bank Guarantee | Term loans,Bank Guarantee,ACUITE | CARE,ACUITE,2,A 4,Downgraded,2025-10-30,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Chola Spinning Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE | IND-RA,CARE,2,A 4,Reaffirmed,2025-12-05,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
D Raja Cotton Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,BRICKWORK | Infomerics,BRICKWORK,2,A 4,Reaffirmed,2025-12-02,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
G M P Weaving Mills Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE | CRISIL,CRISIL,2,A 4,Downgraded,2025-10-23,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K K P Fine Linen Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument,Fund based financial facility/instrument,BRICKWORK | Infomerics,BRICKWORK,2,A 4,Reaffirmed,2025-12-03,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K K P Spinning Mills Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA | Infomerics,IND-RA,2,A 4,Downgraded,2025-06-25,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Nithyabharath Textile Pvt. Ltd.,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,ACUITE | BRICKWORK,ACUITE,2,A 4,Reaffirmed,2025-08-21,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Olive Tex Silk Mills Pvt. Ltd.,Non-government debt | Term loans,Non-government debt,CARE | IND-RA,IND-RA,2,B-/A4,Downgraded,2025-09-11,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Parmeshwari Silk Mills Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,CARE | Infomerics,CARE,2,BB+,Withdrawn,2025-07-03,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Prabhu Spinning Mills Pvt. Ltd.,Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Short-term loan | Term loans,Non-fund-based financial facility/instrument,CRISIL | ICRA,ICRA,2,A 4,Withdrawn,2025-09-05,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shivtex Spinning Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA | Infomerics,IND-RA,2,A 4+,Reaffirmed,2025-07-18,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shri Govindkrupa Cotton Processing Pvt. Ltd.,Term loans,Term loans,CARE | CRISIL,CRISIL,2,B,Reaffirmed,2025-11-10,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Shriganesh Textile & Infrastructure (India) Pvt. Ltd.,Non-government debt | Term loans,Term loans,ACUITE | IND-RA,ACUITE,2,D,Reaffirmed,2025-09-09,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Silvertones Speciality Textile Pvt. Ltd.,Letter Of credit | Term loans,Letter Of credit,BRICKWORK | CRISIL,CRISIL,2,A 4,Reaffirmed,2025-07-29,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sree Durga Fibre Products Pvt. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CRISIL | Infomerics,CRISIL,2,A 3+,Initial Rating,2025-09-30,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sri Lakshmi Godavari Spinning Mills Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Non-government debt,Bank Guarantee,BRICKWORK | CARE,CARE,2,D,Reaffirmed,2025-08-05,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Sultanpure Textile Mills Pvt. Ltd.,Long term Loans | Term loans,Term loans,CRISIL | IND-RA,IND-RA,2,B-,Downgraded,2025-10-17,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Supriya Spinning Mills Pvt. Ltd.,Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,ACUITE | ICRA,ICRA,2,A 4,Reaffirmed,2025-09-24,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Theni Guru Krishna Textile Mills Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Long term Loans | Term loans,Term loans,ACUITE | CRISIL,ACUITE,2,D,Withdrawn,2025-11-14,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Vikas Cotton Inds. Pvt. Ltd.,Long term Loans | Term loans,Term loans,CARE | CRISIL,CARE,2,B-,Reaffirmed,2025-12-11,MEDIUM,5,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
K K P Hi Tech Weaving India Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit,Letter Of credit,BRICKWORK | Infomerics,BRICKWORK,2,A 4,Reaffirmed,2025-06-12,HIGH,4,NO,Textiles,Other,"Rating overdue (>12 months) | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","Rating overdue — renewal urgency NOW | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
A K Soni Hosiery Mills Pvt. Ltd.,Term loans,Term loans,BRICKWORK | CARE,BRICKWORK,2,D,Reaffirmed,2026-02-26,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Aaiswarya Dyeing Mills Pvt. Ltd.,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,CRISIL | ICRA,ICRA,2,A 4,Reaffirmed,2026-01-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ambica Jute Mills Ltd.,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Term loans,Non-fund based working capital limit,CRISIL | IND-RA,IND-RA,2,A 3+,Withdrawn,2026-04-14,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Armstrong Spinning Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Bank Guarantee,CRISIL | IND-RA,CRISIL,2,A 4,Reaffirmed,2026-04-21,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arthanari Loom Centre (Textile) Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,BRICKWORK | CARE,CARE,2,A 3+,Reaffirmed,2026-04-08,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arun Spinning Mills Pvt. Ltd.,Letter Of credit | Term loans,Term loans,ACUITE | BRICKWORK,ACUITE,2,B-,Reaffirmed,2026-04-17,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Arunachala Spinning Mills India Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Term loans,CARE | CRISIL,CARE,2,B,Downgraded,2026-04-21,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Ashok Textile Mills Pvt. Ltd.,Long term Loans | Non-government debt | Term loans,Long term Loans,ACUITE | IND-RA,ACUITE,2,BB,Downgraded,2026-01-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Bajrang Cotton Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Term loans,BRICKWORK | CRISIL,BRICKWORK,2,C,Reaffirmed,2026-02-18,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Balkrishna Textile Pvt. Ltd.,Letter Of credit | Term loans,Term loans,ACUITE | CARE,ACUITE,2,BBB-,Reaffirmed,2026-03-23,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Bhagwati Cotton & Spg. Mills Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Bank Guarantee,BRICKWORK | CRISIL,CRISIL,2,A 4,Reaffirmed,2026-02-20,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Binary Apparel Park Pvt. Ltd.,Long term Loans | Term loans,Term loans,CRISIL | IND-RA,IND-RA,2,B-,Reaffirmed,2026-01-16,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Brindha Cotton Mills Pvt. Ltd.,Bank Guarantee | Non-government debt | Term loans,Non-government debt,BRICKWORK | IND-RA,IND-RA,2,D,Reaffirmed,2026-04-02,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Centuary Fibre Plates Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,CARE | CRISIL,CARE,2,A 4,Reaffirmed,2026-02-19,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Dhruv Cotton Processing Pvt. Ltd.,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,CRISIL | Infomerics,CRISIL,2,A 4+,Downgraded,2026-02-10,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Divya Spinning Mill Pvt. Ltd.,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,BRICKWORK | CARE,CARE,2,A 4,Reaffirmed,2026-03-11,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Gajavelli Spinning Mills Pvt. Ltd.,Fund based financial facility/instrument | Non-fund-based financial facility/instrument | Term loans,Term loans,ACUITE | BRICKWORK | CARE | ICRA,CARE,4,BB,Reaffirmed,2025-12-22,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
Guntur Spinning Mills Pvt. Ltd.,Fund based financial facility/instrument | Long term Loans | Non-fund-based financial facility/instrument | Term loans,Fund based financial facility/instrument,ACUITE | CRISIL,CRISIL,2,BBB,Reaffirmed,2026-04-15,LOW,4,YES,Textiles,Other,"INC — rater relationship broken | Multi-agency | Textiles sector — 63.7% INC rate, highest of all sectors","INC — current rater relationship failed, prime switching candidate | Multi-agency — already comfortable with multiple raters | Textiles sector: ACER focuses on Tier-2 textile hubs (Surat, Tirupur, Hooghly)"
