Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Ganga Iron & Steel Trading Co. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Downgraded,2025-05-23,HIGH,6,YES,Steel/Metals,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Garg Acrylics Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Downgraded,2025-06-13,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Greenvision Technologies Pvt. Ltd.,BRICKWORK | IND-RA,2,BRICKWORK,Letter Of credit | Non-fund based working capital limit | Term loans,Letter Of credit,A 4,Withdrawn,2025-05-26,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Harikripa Business Venture Pvt. Ltd.,CARE | ICRA,2,ICRA,Letter Of credit | Non-government debt | Term loans,Non-government debt,D,Reaffirmed,2025-05-16,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Instapower Ltd.,BRICKWORK | CARE,2,CARE,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-06-11,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jsw Mahanadi Power Co. Ltd.,ICRA | IND-RA,2,ICRA,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,AA-/A1+,Initial Rating,2025-05-26,HIGH,6,YES,Infrastructure,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
L N Malviya Infra Projects Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-05-28,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Landmark Veneers Pvt. Ltd.,ICRA | Infomerics,2,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-05-09,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Medico Remedies Ltd.,BRICKWORK | CRISIL,2,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Letter Of credit,A 3,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mittal Infrastructure Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Long term Loans,Bank Guarantee,D,Downgraded,2025-05-26,HIGH,6,YES,Construction,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mono Steel (India) Ltd.,CRISIL | Infomerics,2,CRISIL,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-05-26,HIGH,6,YES,Steel/Metals,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
My Car Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,A 4,Reaffirmed,2025-05-30,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nexo Industries Pvt. Ltd.,CARE | Infomerics,2,CARE,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,A 4,Downgraded,2025-05-06,HIGH,6,YES,Manufacturing,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nextgen Printers Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-10,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Omkar Speciality Chemicals Ltd.,BRICKWORK | CRISIL,2,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,D,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pandit Automobiles Pvt. Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-02,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Phadnis Clinic Pvt. Ltd.,CRISIL | IND-RA,2,CRISIL,Term loans,Term loans,B+,Withdrawn,2025-05-15,HIGH,6,YES,Healthcare,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pibco Enterprises Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Term loans,Term loans,C,Reaffirmed,2025-05-20,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Primuss Metroll Ltd.,BRICKWORK | ICRA,2,BRICKWORK,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pristine Commercials Pvt. Ltd.,ICRA | Infomerics,2,ICRA,Non-government debt,Non-government debt,B+/A4,Withdrawn,2025-06-04,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Puran Chand Rice Mills Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 3+,Upgraded,2025-06-05,HIGH,6,YES,Agro/Food,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Real Grow Exims Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-06-12,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Saket Infraprojects Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-05-23,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shakambhari Overseas Trades Pvt. Ltd.,ACUITE | BRICKWORK | Infomerics,3,BRICKWORK,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 4,Reaffirmed,2025-06-10,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shonan Engineering Works Pvt. Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-11,HIGH,6,YES,Manufacturing,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Shankar Vijay Timber Exports Pvt. Ltd.,ACUITE | CARE,2,CARE,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt,Bank Guarantee,D,Downgraded,2025-05-14,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Sita Pulses Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Term loans,Term loans,B,Reaffirmed,2025-06-10,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shreeji Cotfab Ltd.,ACUITE | CRISIL,2,ACUITE,Long term Loans | Term loans,Term loans,B+,Downgraded,2025-06-10,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shreem Electric Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-16,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Gautam Shipbreaking Inds. Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Letter Of credit | Non-government debt,Non-government debt,BB+/A4+,Downgraded,2025-06-06,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Gurudatt Sugars Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,A 4,Withdrawn,2025-06-05,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Mangalam Auto Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BB,Reaffirmed,2025-05-27,HIGH,6,YES,Manufacturing,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Shyam Agro Biotech Pvt. Ltd.,IND-RA | Infomerics,2,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 4,Downgraded,2025-05-12,HIGH,6,YES,Healthcare,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shubham Cotton Mills Pvt. Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Term loans,Term loans,C,Reaffirmed,2025-06-11,HIGH,6,YES,Textiles,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shyam Indus Power Solutions Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee,Bank Guarantee,BB-,Reaffirmed,2025-06-06,HIGH,6,YES,Infrastructure,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sigma Chemtrade Pvt. Ltd.,CRISIL | IND-RA,2,CRISIL,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Downgraded,2025-06-05,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Siti Networks Ltd.,BRICKWORK | CARE,2,CARE,Bank Guarantee | Term loans,Bank Guarantee,D,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Supermax Personal Care Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,D,Reaffirmed,2025-05-08,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Svarrnim Infrastructures Pvt. Ltd.,BRICKWORK | IND-RA,2,BRICKWORK,Bank Guarantee | Non-fund based working capital limit,Bank Guarantee,D,Downgraded,2025-05-23,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Uma Spintex India Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Term loans,Term loans,B-,Downgraded,2025-05-20,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Universal Infra & Agri Oils Pvt. Ltd.,CARE | Infomerics,2,CARE,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,B+,Downgraded,2025-06-13,HIGH,6,YES,Agro/Food,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Vesta Equipment Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Non-government debt | Term loans,Non-government debt,D,Reaffirmed,2025-05-26,HIGH,6,YES,Manufacturing,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Acme Chittorgarh Solar Energy Pvt. Ltd.,CARE | ICRA,2,ICRA,Term loans,Term loans,AA-,Reaffirmed,2025-05-29,HIGH,4,NO,Infrastructure,D365,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
B-One Business House Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Long term Loans,Long term Loans,BBB+,Reaffirmed,2025-05-19,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Balasore Alloys Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,D,Withdrawn,2025-05-09,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Doosan Power Systems India Pvt. Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Non-fund-based financial facility/instrument | Non-government debt,Bank Guarantee,BB+,Withdrawn,2025-05-26,HIGH,4,NO,Infrastructure,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Indigrid Infrastructure Trust,CRISIL | ICRA | IND-RA,3,CRISIL,Bank Guarantee | Long term Loans | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Long term Loans,AAA,Reaffirmed,2025-06-06,HIGH,4,NO,Construction,D365,Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Isprout Business Centre Pvt. Ltd.,IND-RA | Infomerics,2,IND-RA,Term loans,Term loans,BBB-,Initial Rating,2025-06-05,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
K K P Hi Tech Weaving India Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Fund based financial facility/instrument | Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-06-12,HIGH,4,NO,Textiles,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Lagnam Spintex Ltd.,IND-RA | Infomerics,2,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 3,Upgraded,2025-05-12,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Money2Me Finance Pvt. Ltd.,IND-RA | Infomerics,2,IND-RA,Term loans,Term loans,BB+,Withdrawn,2025-05-19,HIGH,4,NO,BFSI,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Multi Infratech Pvt. Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee,Bank Guarantee,A 4+,Withdrawn,2025-05-16,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Nubeno Healthcare Pvt. Ltd.,ACUITE | Infomerics,2,ACUITE,Long term Loans | Term loans,Long term Loans,BB+,Withdrawn,2025-06-03,HIGH,4,NO,Healthcare,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Purulia Metal Casting Pvt. Ltd.,ACUITE | CRISIL,2,ACUITE,Bank Guarantee | Long term Loans | Term loans,Term loans,D,Withdrawn,2025-06-10,HIGH,4,NO,Steel/Metals,D365,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Rising Sun Energy (K) Pvt. Ltd.,CARE | IND-RA,2,IND-RA,Term loans,Term loans,A-,Initial Rating,2025-05-08,HIGH,4,NO,Infrastructure,D365,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
S R F Ltd.,CRISIL | IND-RA,2,IND-RA,Long term Loans | Non-government debt | Term loans,Non-government debt,AA+/A1+,Initial Rating,2025-06-11,HIGH,4,NO,Other,D365,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Suryamitra Exim Pvt. Ltd.,CARE | Infomerics,2,CARE,Non-government debt | Term loans,Non-government debt,BBB-/A3,Withdrawn,2025-05-13,HIGH,4,NO,Other,Both,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
T M F Business Services Ltd.,CARE | CRISIL,2,CARE,Long term Loans | Non-government debt,Non-government debt,AA+/A1+,Withdrawn,2025-05-28,HIGH,4,NO,Other,D365,Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
T M F Holdings Ltd.,CARE | CRISIL | ICRA,3,CARE,Debentures / Bonds / notes / bills | Fund based financial facility/instrument | Non-government debt,Non-government debt,AA+/A1+,Withdrawn,2025-05-28,HIGH,4,NO,Other,D365,Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
Tata Motors Finance Ltd. [Merged],CARE | CRISIL | ICRA,3,CARE,Bank Guarantee | Debentures / Bonds / notes / bills | Long term Loans | Non-government debt | Short-term loan,Debentures / Bonds / notes / bills,AA-,Withdrawn,2025-05-28,HIGH,4,NO,BFSI,D365,Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,Rating overdue — ACER can complete rating faster than incumbent
