Company Name,All Raters,Rater Count,Latest Rater,All Instruments,Latest Instrument,Latest Rating,Latest Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Data Source,Why Target,ACER Pitch Angle
Ganga Iron & Steel Trading Co. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument,Bank Guarantee,A 4,Downgraded,2025-05-23,HIGH,6,YES,Steel/Metals,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Garg Acrylics Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Downgraded,2025-06-13,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Greenvision Technologies Pvt. Ltd.,BRICKWORK | IND-RA,2,BRICKWORK,Letter Of credit | Non-fund based working capital limit | Term loans,Letter Of credit,A 4,Withdrawn,2025-05-26,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Harikripa Business Venture Pvt. Ltd.,CARE | ICRA,2,ICRA,Letter Of credit | Non-government debt | Term loans,Non-government debt,D,Reaffirmed,2025-05-16,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Instapower Ltd.,BRICKWORK | CARE,2,CARE,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-06-11,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Jsw Mahanadi Power Co. Ltd.,ICRA | IND-RA,2,ICRA,Non-fund based working capital limit | Non-fund-based financial facility/instrument | Non-government debt | Term loans,Non-government debt,AA-/A1+,Initial Rating,2025-05-26,HIGH,6,YES,Infrastructure,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
L N Malviya Infra Projects Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-05-28,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Landmark Veneers Pvt. Ltd.,ICRA | Infomerics,2,ICRA,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-05-09,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Medico Remedies Ltd.,BRICKWORK | CRISIL,2,CRISIL,Bank Guarantee | Letter Of credit | Term loans,Letter Of credit,A 3,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mittal Infrastructure Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Long term Loans,Bank Guarantee,D,Downgraded,2025-05-26,HIGH,6,YES,Construction,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Mono Steel (India) Ltd.,CRISIL | Infomerics,2,CRISIL,Letter Of credit,Letter Of credit,A 4,Reaffirmed,2025-05-26,HIGH,6,YES,Steel/Metals,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
My Car Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,A 4,Reaffirmed,2025-05-30,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nexo Industries Pvt. Ltd.,CARE | Infomerics,2,CARE,Fund based financial facility/instrument | Letter Of credit | Term loans,Letter Of credit,A 4,Downgraded,2025-05-06,HIGH,6,YES,Manufacturing,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Nextgen Printers Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-10,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Omkar Speciality Chemicals Ltd.,BRICKWORK | CRISIL,2,CRISIL,Letter Of credit | Long term Loans | Term loans,Letter Of credit,D,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pandit Automobiles Pvt. Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-02,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Phadnis Clinic Pvt. Ltd.,CRISIL | IND-RA,2,CRISIL,Term loans,Term loans,B+,Withdrawn,2025-05-15,HIGH,6,YES,Healthcare,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pibco Enterprises Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Term loans,Term loans,C,Reaffirmed,2025-05-20,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Primuss Metroll Ltd.,BRICKWORK | ICRA,2,BRICKWORK,Bank Guarantee | Non-government debt | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Pristine Commercials Pvt. Ltd.,ICRA | Infomerics,2,ICRA,Non-government debt,Non-government debt,B+/A4,Withdrawn,2025-06-04,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Puran Chand Rice Mills Pvt. Ltd.,CRISIL | Infomerics,2,CRISIL,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,A 3+,Upgraded,2025-06-05,HIGH,6,YES,Agro/Food,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Real Grow Exims Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-06-12,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Saket Infraprojects Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit,Bank Guarantee,A 4,Reaffirmed,2025-05-23,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shakambhari Overseas Trades Pvt. Ltd.,ACUITE | BRICKWORK | Infomerics,3,BRICKWORK,Bank Guarantee | Letter Of credit | Long term Loans | Term loans,Letter Of credit,A 4,Reaffirmed,2025-06-10,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (3 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shonan Engineering Works Pvt. Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-06-11,HIGH,6,YES,Manufacturing,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Shankar Vijay Timber Exports Pvt. Ltd.,ACUITE | CARE,2,CARE,Bank Guarantee | Letter Of credit | Long term Loans | Non-government debt,Bank Guarantee,D,Downgraded,2025-05-14,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shree Sita Pulses Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Term loans,Term loans,B,Reaffirmed,2025-06-10,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shreeji Cotfab Ltd.,ACUITE | CRISIL,2,ACUITE,Long term Loans | Term loans,Term loans,B+,Downgraded,2025-06-10,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shreem Electric Ltd.,CARE | Infomerics,2,CARE,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-16,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Gautam Shipbreaking Inds. Pvt. Ltd.,CARE | CRISIL,2,CARE,Bank Guarantee | Letter Of credit | Non-government debt,Non-government debt,BB+/A4+,Downgraded,2025-06-06,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Gurudatt Sugars Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument | Term loans,Bank Guarantee,A 4,Withdrawn,2025-06-05,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Mangalam Auto Pvt. Ltd.,CARE | CRISIL,2,CRISIL,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BB,Reaffirmed,2025-05-27,HIGH,6,YES,Manufacturing,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shri Shyam Agro Biotech Pvt. Ltd.,IND-RA | Infomerics,2,IND-RA,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,A 4,Downgraded,2025-05-12,HIGH,6,YES,Healthcare,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shubham Cotton Mills Pvt. Ltd.,BRICKWORK | CRISIL,2,BRICKWORK,Term loans,Term loans,C,Reaffirmed,2025-06-11,HIGH,6,YES,Textiles,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Shyam Indus Power Solutions Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee,Bank Guarantee,BB-,Reaffirmed,2025-06-06,HIGH,6,YES,Infrastructure,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Sigma Chemtrade Pvt. Ltd.,CRISIL | IND-RA,2,CRISIL,Bank Guarantee | Letter Of credit | Non-fund based working capital limit | Non-fund-based financial facility/instrument,Bank Guarantee,A 4+,Downgraded,2025-06-05,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Siti Networks Ltd.,BRICKWORK | CARE,2,CARE,Bank Guarantee | Term loans,Bank Guarantee,D,Reaffirmed,2025-05-30,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Supermax Personal Care Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Bank Guarantee | Letter Of credit | Non-fund-based financial facility/instrument,Bank Guarantee,D,Reaffirmed,2025-05-08,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Svarrnim Infrastructures Pvt. Ltd.,BRICKWORK | IND-RA,2,BRICKWORK,Bank Guarantee | Non-fund based working capital limit,Bank Guarantee,D,Downgraded,2025-05-23,HIGH,6,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Uma Spintex India Pvt. Ltd.,BRICKWORK | Infomerics,2,BRICKWORK,Term loans,Term loans,B-,Downgraded,2025-05-20,HIGH,6,YES,Other,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Universal Infra & Agri Oils Pvt. Ltd.,CARE | Infomerics,2,CARE,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,B+,Downgraded,2025-06-13,HIGH,6,YES,Agro/Food,Both,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Vesta Equipment Pvt. Ltd.,BRICKWORK | CARE,2,CARE,Non-government debt | Term loans,Non-government debt,D,Reaffirmed,2025-05-26,HIGH,6,YES,Manufacturing,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months) | Multi-agency (2 raters) — open to new entrant,Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A A P Infrastructure Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,D,Reaffirmed,2025-05-27,HIGH,5,YES,Construction,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A Auto Movers Pvt. Ltd.,CRISIL,1,CRISIL,Fund based financial facility/instrument,Fund based financial facility/instrument,B,Reaffirmed,2025-05-22,HIGH,5,YES,Manufacturing,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B Crops Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B Infra Invsts. Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B S Fujitsu General Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-30,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A B World Trade Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Letter Of credit,Letter Of credit,D,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A G Conveying Systems Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee | Long term Loans | Term loans,Bank Guarantee,D,Reaffirmed,2025-05-21,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A G Fats Pvt. Ltd.,CRISIL,1,CRISIL,Long term Loans | Term loans,Long term Loans,B,Downgraded,2025-06-12,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A J R Infra & Tolling Ltd.,CARE,1,CARE,Bank Guarantee,Bank Guarantee,D,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A S A Agrotech Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Non-government debt,Non-government debt,B-/A4,Downgraded,2025-06-05,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A S C Power Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Bank Guarantee | Term loans,Bank Guarantee,A 4,Reaffirmed,2025-05-21,HIGH,5,YES,Infrastructure,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A S Wire Inds. (V S P) Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Term loans,Term loans,C,Reaffirmed,2025-05-29,HIGH,5,YES,Steel/Metals,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A V I Ansh Enterprises Pvt. Ltd.,BRICKWORK,1,BRICKWORK,Fund based financial facility/instrument,Fund based financial facility/instrument,C,Downgraded,2025-05-28,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A V Rambabu Infra Pvt. Ltd.,CRISIL,1,CRISIL,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-06-09,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
A1 Chips & Exports (India) Pvt. Ltd.,CARE,1,CARE,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aadi Polymers Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-05-23,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Aakash Exploration Services Ltd.,CARE,1,CARE,Non-government debt | Term loans,Non-government debt,BB+/A4+,Downgraded,2025-06-02,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Abhilasha Jewellers Pvt. Ltd.,ACUITE,1,ACUITE,Bank Guarantee,Bank Guarantee,A 4,Reaffirmed,2025-06-11,HIGH,5,YES,Other,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
Abhishek Steel Inds. Pvt. Ltd.,ICRA,1,ICRA,Non-fund-based financial facility/instrument | Non-government debt,Non-fund-based financial facility/instrument,A 4,Reaffirmed,2025-05-21,HIGH,5,YES,Steel/Metals,D365,INC — issuer not cooperating with current rater | Rating overdue (>12 months),Overdue INC — offer ACER fast-track rating with guaranteed responsiveness
