Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
Alpine Apparels Pvt. Ltd.,Letter Of credit,ACUITE,A 4,05-06-2025,ULTRA HOT,4.00,"ACUITE INC — rating lapsed 379 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Alpine Apparels Pvt. Ltd.,Long term Loans,ACUITE,B,05-06-2025,ULTRA HOT,12.60,"ACUITE INC — rating lapsed 379 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Alpine Apparels Pvt. Ltd.,Term loans,ACUITE,B,05-06-2025,ULTRA HOT,13.50,"ACUITE INC — rating lapsed 379 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Aplab Ltd.,Bank Guarantee,ACUITE,D,04-06-2025,ULTRA HOT,14.00,"ACUITE INC — rating lapsed 380 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Aplab Ltd.,Letter Of credit,ACUITE,D,04-06-2025,ULTRA HOT,4.00,"ACUITE INC — rating lapsed 380 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Archon Powerinfra India Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,07-05-2025,ULTRA HOT,4.50,"ACUITE INC — rating lapsed 408 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Arjav Diamonds (India) Pvt. Ltd.,Long term Loans,ACUITE,C,10-06-2025,ULTRA HOT,72.00,"ACUITE INC — rating lapsed 374 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Arjuna Natural Pvt. Ltd.,Term loans,ACUITE,BB-,30-05-2025,ULTRA HOT,13.50,"ACUITE INC — rating lapsed 385 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Ashv Finance Ltd.,Long term Loans,ACUITE,B,10-06-2025,ULTRA HOT,20.00,"ACUITE INC — rating lapsed 374 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Ashv Finance Ltd.,Term loans,ACUITE,B,10-06-2025,ULTRA HOT,1.09,"ACUITE INC — rating lapsed 374 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Ashv Finance Ltd.,Term loans,ACUITE,B,10-06-2025,ULTRA HOT,48.91,"ACUITE INC — rating lapsed 374 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Asian Beverage Pvt. Ltd.,Letter Of credit,ACUITE,D,21-05-2025,ULTRA HOT,10.00,"ACUITE INC — rating lapsed 394 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Asian Beverage Pvt. Ltd.,Long term Loans,ACUITE,D,21-05-2025,ULTRA HOT,0.10,"ACUITE INC — rating lapsed 394 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Asian Beverage Pvt. Ltd.,Term loans,ACUITE,D,21-05-2025,ULTRA HOT,20.00,"ACUITE INC — rating lapsed 394 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
B C Bhuyan Constructions Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,16-05-2025,ULTRA HOT,37.00,"ACUITE INC — rating lapsed 399 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
B C Bhuyan Constructions Pvt. Ltd.,Term loans,ACUITE,BB,16-05-2025,ULTRA HOT,2.34,"ACUITE INC — rating lapsed 399 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
B C Bhuyan Constructions Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,13-06-2025,ULTRA HOT,37.00,"ACUITE INC — rating lapsed 371 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
B C Bhuyan Constructions Pvt. Ltd.,Term loans,ACUITE,BB,13-06-2025,ULTRA HOT,2.34,"ACUITE INC — rating lapsed 371 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
B D Industries (India) Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,12-05-2025,ULTRA HOT,2.50,"ACUITE INC — rating lapsed 403 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
B D Industries (India) Pvt. Ltd.,Short-term loan,ACUITE,A 4,12-05-2025,ULTRA HOT,2.50,"ACUITE INC — rating lapsed 403 days ago — Short-term loan — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Short-term facility rating lapsed — ACER offers rapid re-rating within 10 business days
B D Industries (India) Pvt. Ltd.,Term loans,ACUITE,B,12-05-2025,ULTRA HOT,1.00,"ACUITE INC — rating lapsed 403 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
B D Industries (Pune) Ltd.,Letter Of credit,ACUITE,A 4,12-05-2025,ULTRA HOT,6.00,"ACUITE INC — rating lapsed 403 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
B D Industries (Pune) Ltd.,Short-term loan,ACUITE,A 4,12-05-2025,ULTRA HOT,2.00,"ACUITE INC — rating lapsed 403 days ago — Short-term loan — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Short-term facility rating lapsed — ACER offers rapid re-rating within 10 business days
Best Koki Automotive Pvt. Ltd.,Long term Loans,ACUITE,BB+,06-05-2025,ULTRA HOT,12.00,"ACUITE INC — rating lapsed 409 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Betex India Ltd.,Term loans,ACUITE,B+,29-05-2025,ULTRA HOT,0.92,"ACUITE INC — rating lapsed 386 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Bhagwati Polyfill Pvt. Ltd.,Term loans,ACUITE,B,20-06-2025,ULTRA HOT,0.20,"ACUITE INC — rating lapsed 364 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Bhanwariya Infra Projects Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,26-05-2025,ULTRA HOT,102.00,"ACUITE INC — rating lapsed 389 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Bhanwariya Infra Projects Pvt. Ltd.,Long term Loans,ACUITE,BBB-,26-05-2025,ULTRA HOT,5.04,"ACUITE INC — rating lapsed 389 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Bhanwariya Infra Projects Pvt. Ltd.,Short-term loan,ACUITE,A 3,26-05-2025,ULTRA HOT,5.00,"ACUITE INC — rating lapsed 389 days ago — Short-term loan — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Short-term facility rating lapsed — ACER offers rapid re-rating within 10 business days
Bhrunda Infra Pvt. Ltd.,Bank Guarantee,ACUITE,A 4+,27-05-2025,ULTRA HOT,87.00,"ACUITE INC — rating lapsed 388 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Blue Star Diamonds Pvt. Ltd.,Long term Loans,ACUITE,C,10-06-2025,ULTRA HOT,50.00,"ACUITE INC — rating lapsed 374 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Blue Whale Machinery Technologies Pvt. Ltd.,Letter Of credit,ACUITE,D,23-05-2025,ULTRA HOT,4.00,"ACUITE INC — rating lapsed 392 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Blue Whale Machinery Technologies Pvt. Ltd.,Letter Of credit,ACUITE,D,23-05-2025,ULTRA HOT,9.00,"ACUITE INC — rating lapsed 392 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Britto Seafoods Exports Pvt. Ltd.,Long term Loans,ACUITE,B,21-05-2025,ULTRA HOT,7.00,"ACUITE INC — rating lapsed 394 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Deccan Ferro Alloys Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,06-06-2025,ULTRA HOT,60.00,"ACUITE INC — rating lapsed 378 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Deepika Infratech Pvt. Ltd.,Bank Guarantee,ACUITE,D,23-05-2025,ULTRA HOT,15.51,"ACUITE INC — rating lapsed 392 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Deepika Infratech Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,23-05-2025,ULTRA HOT,52.49,"ACUITE INC — rating lapsed 392 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Dhumal Industries India Pvt. Ltd.,Long term Loans,ACUITE,BB-,12-05-2025,ULTRA HOT,7.13,"ACUITE INC — rating lapsed 403 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Dhumal Industries India Pvt. Ltd.,Term loans,ACUITE,BB-,12-05-2025,ULTRA HOT,2.87,"ACUITE INC — rating lapsed 403 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
E L E C Steel Processing Inds. Ltd.,Letter Of credit,ACUITE,A 4+,07-05-2025,ULTRA HOT,20.00,"ACUITE INC — rating lapsed 408 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
E L E C Steel Processing Inds. Ltd.,Short-term loan,ACUITE,A 4+,07-05-2025,ULTRA HOT,0.75,"ACUITE INC — rating lapsed 408 days ago — Short-term loan — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Short-term facility rating lapsed — ACER offers rapid re-rating within 10 business days
E L E C Steel Processing Inds. Ltd.,Term loans,ACUITE,BB+,07-05-2025,ULTRA HOT,0.94,"ACUITE INC — rating lapsed 408 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
E L E C Steel Processing Inds. Ltd.,Term loans,ACUITE,BB+,07-05-2025,ULTRA HOT,16.78,"ACUITE INC — rating lapsed 408 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
E S D S Software Solution Ltd.,Bank Guarantee,ACUITE,A 4+,21-05-2025,ULTRA HOT,25.75,"ACUITE INC — rating lapsed 394 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
E S D S Software Solution Ltd.,Term loans,ACUITE,BB,21-05-2025,ULTRA HOT,32.67,"ACUITE INC — rating lapsed 394 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Gujarat Pickers Industries Ltd.,Bank Guarantee,ACUITE,A 4,16-05-2025,ULTRA HOT,8.50,"ACUITE INC — rating lapsed 399 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Hitaishi K K Mfg. Co. Pvt. Ltd.,Bank Guarantee,ACUITE,D,23-05-2025,ULTRA HOT,1.00,"ACUITE INC — rating lapsed 392 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Hitaishi K K Mfg. Co. Pvt. Ltd.,Letter Of credit,ACUITE,D,23-05-2025,ULTRA HOT,2.50,"ACUITE INC — rating lapsed 392 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Hitaishi K K Mfg. Co. Pvt. Ltd.,Long term Loans,ACUITE,D,23-05-2025,ULTRA HOT,1.00,"ACUITE INC — rating lapsed 392 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Hitaishi K K Mfg. Co. Pvt. Ltd.,Term loans,ACUITE,D,23-05-2025,ULTRA HOT,2.00,"ACUITE INC — rating lapsed 392 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Induro Lifestyle Resources Pvt. Ltd.,Long term Loans,ACUITE,B,02-06-2025,ULTRA HOT,1.00,"ACUITE INC — rating lapsed 382 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Induro Lifestyle Resources Pvt. Ltd.,Term loans,ACUITE,B,02-06-2025,ULTRA HOT,2.47,"ACUITE INC — rating lapsed 382 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Integral Industries Pvt. Ltd.,Letter Of credit,ACUITE,BB,21-05-2025,ULTRA HOT,45.00,"ACUITE INC — rating lapsed 394 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Integral Industries Pvt. Ltd.,Long term Loans,ACUITE,BB,21-05-2025,ULTRA HOT,35.00,"ACUITE INC — rating lapsed 394 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Ion Healthcare Pvt. Ltd.,Letter Of credit,ACUITE,A 4+,04-06-2025,ULTRA HOT,2.00,"ACUITE INC — rating lapsed 380 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Ion Healthcare Pvt. Ltd.,Long term Loans,ACUITE,BB,04-06-2025,ULTRA HOT,1.36,"ACUITE INC — rating lapsed 380 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Ion Healthcare Pvt. Ltd.,Term loans,ACUITE,BB,04-06-2025,ULTRA HOT,1.89,"ACUITE INC — rating lapsed 380 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
J R A Infrastructure Ltd.,Bank Guarantee,ACUITE,A 4,20-06-2025,ULTRA HOT,57.50,"ACUITE INC — rating lapsed 364 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
J S K Marketing Ltd.,Letter Of credit,ACUITE,D,19-06-2025,ULTRA HOT,52.00,"ACUITE INC — rating lapsed 365 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Jainco Buildcon Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,04-06-2025,ULTRA HOT,24.00,"ACUITE INC — rating lapsed 380 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Kallam Brothers Cottons Pvt. Ltd.,Letter Of credit,ACUITE,A 4,07-05-2025,ULTRA HOT,12.00,"ACUITE INC — rating lapsed 408 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Kallam Brothers Cottons Pvt. Ltd.,Long term Loans,ACUITE,C,07-05-2025,ULTRA HOT,1.32,"ACUITE INC — rating lapsed 408 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Kallam Brothers Cottons Pvt. Ltd.,Term loans,ACUITE,C,07-05-2025,ULTRA HOT,30.13,"ACUITE INC — rating lapsed 408 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Kalpatharu Breweries & Distilleries Pvt. Ltd.,Term loans,ACUITE,B,23-06-2025,ULTRA HOT,3.00,"ACUITE INC — rating lapsed 361 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Kanco Tea & Inds. Ltd.,Bank Guarantee,ACUITE,D,16-05-2025,ULTRA HOT,0.30,"ACUITE INC — rating lapsed 399 days ago — Bank Guarantee — competitor abandoned, ACER can capture",URGENT (12+ months overdue): BG rating renewal overdue — ACUITE abandoned this segment; ACER covers BG with faster turnaround
Kanco Tea & Inds. Ltd.,Letter Of credit,ACUITE,D,16-05-2025,ULTRA HOT,1.80,"ACUITE INC — rating lapsed 399 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Kanco Tea & Inds. Ltd.,Term loans,ACUITE,D,16-05-2025,ULTRA HOT,3.80,"ACUITE INC — rating lapsed 399 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Kisanmitra Cold Storage Pvt. Ltd.,Long term Loans,ACUITE,B+,19-06-2025,ULTRA HOT,9.59,"ACUITE INC — rating lapsed 365 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Kisanmitra Cold Storage Pvt. Ltd.,Term loans,ACUITE,B+,19-06-2025,ULTRA HOT,7.41,"ACUITE INC — rating lapsed 365 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Koshal Ceramics Pvt. Ltd.,Term loans,ACUITE,BB-,18-06-2025,ULTRA HOT,6.60,"ACUITE INC — rating lapsed 366 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Kripa Anand Rishi Cellular Pvt. Ltd.,Fund based financial facility/instrument,ACUITE,B+,10-06-2025,ULTRA HOT,10.50,"ACUITE INC — rating lapsed 374 days ago — Fund based financial facility/instrument — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Fund-based facility rating expired — ACUITE 50% INC rate signals systemic neglect; ACER can step in
Kripa Anand Rishi Cellular Pvt. Ltd.,Long term Loans,ACUITE,B+,10-06-2025,ULTRA HOT,2.40,"ACUITE INC — rating lapsed 374 days ago — Long term Loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Long-term loan rating overdue — ACUITE 33.5% INC; ACER's consistent coverage protects your credit access
Kripa Anand Rishi Cellular Pvt. Ltd.,Term loans,ACUITE,B+,10-06-2025,ULTRA HOT,2.00,"ACUITE INC — rating lapsed 374 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Laxmi Pipes Ltd.,Term loans,ACUITE,D,16-05-2025,ULTRA HOT,2.25,"ACUITE INC — rating lapsed 399 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Mahaluxmi Processing House Pvt. Ltd.,Term loans,ACUITE,B+,15-05-2025,ULTRA HOT,6.00,"ACUITE INC — rating lapsed 400 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Micromax Informatics Ltd.,Letter Of credit,ACUITE,A 4+,23-06-2025,ULTRA HOT,133.11,"ACUITE INC — rating lapsed 361 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Mother India Agrofoods Pvt. Ltd.,Term loans,ACUITE,B,19-06-2025,ULTRA HOT,1.19,"ACUITE INC — rating lapsed 365 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
Murti Udyog Ltd.,Letter Of credit,ACUITE,A 4,12-05-2025,ULTRA HOT,3.00,"ACUITE INC — rating lapsed 403 days ago — Letter Of credit — competitor abandoned, ACER can capture",URGENT (12+ months overdue): LC rating lapsed — ACUITE LC INC rate is 52.2%; ACER offers reliable LC rating with 15-day SLA
Navachetana Microfin Services Pvt. Ltd.,Term loans,ACUITE,D,15-05-2025,ULTRA HOT,62.31,"ACUITE INC — rating lapsed 400 days ago — Term loans — competitor abandoned, ACER can capture",URGENT (12+ months overdue): Term loan rating expired — ACUITE 43.6% INC; switch to ACER for uninterrupted bank compliance
