Company Name,Instrument Type,Current Rating Agency,Current Rating,Rating Date,Urgency,Facility Amount (Cr),Why Target,ACER Pitch Angle
Hetro Spinners Pvt. Ltd.,Term loans,IND-RA,D,09-05-2025,ULTRA HOT,21.55,IND-RA INC — Term loans — 406 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Kaveri Engineering Projects Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,15-05-2025,ULTRA HOT,20.00,IND-RA INC — Non-fund based working capital limit — 400 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Kaveri Engineering Projects Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 2,15-05-2025,ULTRA HOT,220.00,IND-RA INC — Non-fund based working capital limit — 400 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Kaveri Engineering Projects Pvt. Ltd.,Term loans,IND-RA,BBB,15-05-2025,ULTRA HOT,16.76,IND-RA INC — Term loans — 400 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Kavitha Gold & Diamonds Pvt. Ltd.,Term loans,IND-RA,BBB-,12-06-2025,ULTRA HOT,8.15,IND-RA INC — Term loans — 372 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Khosla Grains Pvt. Ltd.,Term loans,IND-RA,B,12-05-2025,ULTRA HOT,0.64,IND-RA INC — Term loans — 403 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Kumar Spintex Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,09-06-2025,ULTRA HOT,2.80,IND-RA INC — Non-fund based working capital limit — 375 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Kumar Spintex Pvt. Ltd.,Term loans,IND-RA,BB-,09-06-2025,ULTRA HOT,1.62,IND-RA INC — Term loans — 375 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Kumar Spintex Pvt. Ltd.,Term loans,IND-RA,BB-,09-06-2025,ULTRA HOT,16.47,IND-RA INC — Term loans — 375 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Kumar Spintex Pvt. Ltd.,Term loans,IND-RA,BB-,09-06-2025,ULTRA HOT,8.38,IND-RA INC — Term loans — 375 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Mukand Sumi Metal Processing Ltd.,Non-fund based working capital limit,IND-RA,A 4+,26-05-2025,ULTRA HOT,3.00,IND-RA INC — Non-fund based working capital limit — 389 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
N M C Tools Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,12-05-2025,ULTRA HOT,0.20,IND-RA INC — Non-fund based working capital limit — 403 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Olive Bar & Kitchen Pvt. Ltd.,Term loans,IND-RA,BB+,08-05-2025,ULTRA HOT,15.00,IND-RA INC — Term loans — 407 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Olive Bar & Kitchen Pvt. Ltd.,Term loans,IND-RA,BB+,08-05-2025,ULTRA HOT,13.42,IND-RA INC — Term loans — 407 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
P E Erectors Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,08-05-2025,ULTRA HOT,10.00,IND-RA INC — Non-fund based working capital limit — 407 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
P E Erectors Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,08-05-2025,ULTRA HOT,13.75,IND-RA INC — Non-fund based working capital limit — 407 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Phadnis Clinic Pvt. Ltd.,Term loans,IND-RA,B-,12-05-2025,ULTRA HOT,41.50,IND-RA INC — Term loans — 403 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Preethi Hospitals Pvt. Ltd.,Term loans,IND-RA,BBB-,08-05-2025,ULTRA HOT,12.41,IND-RA INC — Term loans — 407 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Rangotsav Lifestyle Pvt. Ltd.,Term loans,IND-RA,D,09-05-2025,ULTRA HOT,4.50,IND-RA INC — Term loans — 406 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Sai Infraconstructions Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,07-05-2025,ULTRA HOT,7.00,IND-RA INC — Non-fund based working capital limit — 408 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Sarathy Cars Pvt. Ltd.,Term loans,IND-RA,B,10-06-2025,ULTRA HOT,1.90,IND-RA INC — Term loans — 374 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Securevalue India Ltd.,Term loans,IND-RA,D,08-05-2025,ULTRA HOT,129.00,IND-RA INC — Term loans — 407 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Shri Shyam Agro Biotech Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,12-05-2025,ULTRA HOT,0.75,IND-RA INC — Non-fund based working capital limit — 403 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Shri Shyam Agro Biotech Pvt. Ltd.,Term loans,IND-RA,B,12-05-2025,ULTRA HOT,0.37,IND-RA INC — Term loans — 403 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Shyam Spectra Pvt. Ltd.,Term loans,IND-RA,BBB,03-06-2025,ULTRA HOT,27.55,IND-RA INC — Term loans — 381 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Shyam Spectra Pvt. Ltd.,Term loans,IND-RA,BBB,03-06-2025,ULTRA HOT,9.62,IND-RA INC — Term loans — 381 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Sigma Chemtrade Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,12-05-2025,ULTRA HOT,9.50,IND-RA INC — Non-fund based working capital limit — 403 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Sigma Chemtrade Pvt. Ltd.,Non-fund-based financial facility/instrument,IND-RA,A 4+,12-05-2025,ULTRA HOT,10.00,IND-RA INC — Non-fund-based financial facility/instrument — 403 days lapsed,URGENT: IND-RA Non-fund-based financial facility/instrument rating lapsed — ACER offers fresh rating
Sindhu Cargo Services Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,12-05-2025,ULTRA HOT,2.00,IND-RA INC — Non-fund based working capital limit — 403 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Solapur Tollways Pvt. Ltd.,Term loans,IND-RA,D,19-05-2025,ULTRA HOT,588.42,IND-RA INC — Term loans — 396 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Sree Iswarya Textiles Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4+,15-05-2025,ULTRA HOT,15.00,IND-RA INC — Non-fund based working capital limit — 400 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Sree Iswarya Textiles Pvt. Ltd.,Term loans,IND-RA,BB+,15-05-2025,ULTRA HOT,27.00,IND-RA INC — Term loans — 400 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Sree Karpagambal Mills Ltd.,Non-fund based working capital limit,IND-RA,A 4+,27-05-2025,ULTRA HOT,0.98,IND-RA INC — Non-fund based working capital limit — 388 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Sree Karpagambal Mills Ltd.,Term loans,IND-RA,BB,27-05-2025,ULTRA HOT,62.39,IND-RA INC — Term loans — 388 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Surbhi Satcom Pvt. Ltd.,Term loans,IND-RA,BB,19-05-2025,ULTRA HOT,58.00,IND-RA INC — Term loans — 396 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Svarrnim Infrastructures Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,12-05-2025,ULTRA HOT,24.75,IND-RA INC — Non-fund based working capital limit — 403 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Texwin Spinning Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,10-06-2025,ULTRA HOT,3.56,IND-RA INC — Non-fund based working capital limit — 374 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Texwin Spinning Pvt. Ltd.,Term loans,IND-RA,B+,10-06-2025,ULTRA HOT,76.52,IND-RA INC — Term loans — 374 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Texwin Spinning Pvt. Ltd.,Term loans,IND-RA,B+,10-06-2025,ULTRA HOT,40.00,IND-RA INC — Term loans — 374 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
V R S Foods Ltd.,Non-government debt,IND-RA,BBB/A3+,26-05-2025,ULTRA HOT,7.00,IND-RA INC — Non-government debt — 389 days lapsed,"URGENT: IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
V R S Foods Ltd.,Term loans,IND-RA,BBB,26-05-2025,ULTRA HOT,106.00,IND-RA INC — Term loans — 389 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Vamsi Labs Ltd.,Non-fund based working capital limit,IND-RA,A 2,20-05-2025,ULTRA HOT,5.00,IND-RA INC — Non-fund based working capital limit — 395 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Vamsi Labs Ltd.,Term loans,IND-RA,BBB,20-05-2025,ULTRA HOT,64.61,IND-RA INC — Term loans — 395 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Vashu Yarn Mills India Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,09-05-2025,ULTRA HOT,2.40,IND-RA INC — Non-fund based working capital limit — 406 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Vashu Yarn Mills India Pvt. Ltd.,Term loans,IND-RA,D,09-05-2025,ULTRA HOT,6.65,IND-RA INC — Term loans — 406 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Virupaksha Organics Ltd.,Non-fund based working capital limit,IND-RA,A 2,06-05-2025,ULTRA HOT,22.40,IND-RA INC — Non-fund based working capital limit — 409 days lapsed,URGENT: IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Virupaksha Organics Ltd.,Term loans,IND-RA,BBB+,06-05-2025,ULTRA HOT,95.30,IND-RA INC — Term loans — 409 days lapsed,URGENT: IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
3 B Infrastructure Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,16.50,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
4 Genius Minds Pvt. Ltd.,Non-government debt,IND-RA,D,24-11-2025,HOT,45.00,IND-RA INC — Non-government debt — 207 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
4S Spintex India Pvt. Ltd.,Term loans,IND-RA,B-,25-06-2025,HOT,10.95,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
A A A Textiles Pvt. Ltd.,Non-government debt,IND-RA,BB/A4+,08-10-2025,HOT,5.36,IND-RA INC — Non-government debt — 254 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
A A A Textiles Pvt. Ltd.,Term loans,IND-RA,BB,08-10-2025,HOT,20.63,IND-RA INC — Term loans — 254 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
A B Composites Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,1.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
A G 8 Ventures Ltd.,Term loans,IND-RA,D,24-11-2025,HOT,120.00,IND-RA INC — Term loans — 207 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
A K S Electricals & Electronics Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,8.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
A P S Power-Tech (India) Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,10.90,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
A P Y Medi Services Pvt. Ltd.,Term loans,IND-RA,B+,17-10-2025,HOT,26.00,IND-RA INC — Term loans — 245 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
A R L Tyres Ltd.,Non-government debt,IND-RA,B/A4,21-08-2025,HOT,82.90,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
A S Jute Product Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,11-09-2025,HOT,10.00,IND-RA INC — Non-government debt — 281 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Aakriti Super Snacks Pvt. Ltd.,Term loans,IND-RA,B-,11-09-2025,HOT,11.71,IND-RA INC — Term loans — 281 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Aanchal Cement Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,23.21,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Aanchal Collection Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,16.50,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Aarohan Builders Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,4.40,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Abani Ricemill Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.40,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Abani Ricemill Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,0.60,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Abhinaash Agrofood Inds. Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,3.25,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Abhinandan Exports Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,10.50,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Abhiraj Engicon Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,19-12-2025,HOT,16.39,IND-RA INC — Non-government debt — 182 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Abhiram Infra Projects Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,1280.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Abhirama Steels Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,1.62,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Accent Metals Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,21.96,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Accent Metals Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,0.40,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Acebright (India) Pharma Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,0.50,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Acebright (India) Pharma Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,78.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Adams Marketing Pvt. Ltd.,Term loans,IND-RA,D,24-11-2025,HOT,25.05,IND-RA INC — Term loans — 207 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Adarsha Auto World Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,11-07-2025,HOT,4.00,IND-RA INC — Non-fund based working capital limit — 343 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Adarsha Auto World Pvt. Ltd.,Term loans,IND-RA,D,11-07-2025,HOT,5.24,IND-RA INC — Term loans — 343 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Adarsha Auto World Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,08-10-2025,HOT,4.00,IND-RA INC — Non-fund based working capital limit — 254 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Adarsha Auto World Pvt. Ltd.,Term loans,IND-RA,D,08-10-2025,HOT,5.24,IND-RA INC — Term loans — 254 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Adarsha Automotives Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,08-10-2025,HOT,5.00,IND-RA INC — Non-fund based working capital limit — 254 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Adarsha Automotives Pvt. Ltd.,Term loans,IND-RA,D,08-10-2025,HOT,21.69,IND-RA INC — Term loans — 254 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Aditya Housing & Infrastructure Devp. Corpn. Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,10.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Aditya Housing & Infrastructure Devp. Corpn. Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,33.00,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Aditya Prints Pvt. Ltd.,Non-fund based working capital limit,IND-RA,D,25-06-2025,HOT,0.64,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Aditya Prints Pvt. Ltd.,Term loans,IND-RA,D,25-06-2025,HOT,27.34,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Aditya Promoters Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,8.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Adlers Bio-Energy Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,30.93,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Admach Auto Inds. India Pvt. Ltd.,Term loans,IND-RA,B,25-06-2025,HOT,6.80,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
Aegan Industries Pvt. Ltd.,Non-government debt,IND-RA,D,21-08-2025,HOT,81.90,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Affil Vitrified Pvt. Ltd.,Non-government debt,IND-RA,B-/A4,21-08-2025,HOT,22.00,IND-RA INC — Non-government debt — 302 days lapsed,"IND-RA NCD/Bond 53.5% INC — highest NCD INC rate. If ACER has SEBI bond rating license, this is the entry point for NCD market"
Agrasen Shipbreakers Pvt. Ltd.,Non-fund based working capital limit,IND-RA,A 4,25-06-2025,HOT,40.00,IND-RA INC — Non-fund based working capital limit — 359 days lapsed,IND-RA non-fund WC 33% INC — ACER can offer faster re-rating for working capital renewal
Agrawal Channel Mills Pvt. Ltd.,Term loans,IND-RA,B+,25-06-2025,HOT,9.40,IND-RA INC — Term loans — 359 days lapsed,IND-RA term loan INC 26.6% — bank compliance gap; ACER offers 15-day fresh rating
