Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Wudtools,Infomerics,Long Term Bank Facilities,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs12.00 Cr,12.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
K S D Construction,Infomerics,Long Term Bank Facilities,IVR B- (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs11.00 Cr,11.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
OP Gupta Contractor Private Limited,Infomerics,Long Term Bank Facility,IVR B+ (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs10.00 Cr,10.0,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
SVR Electricals Private Limited,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs7.25 Cr,7.25,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Long Term/Short Term Non-Fund Based Bank Facility - Bank Guarantee,IVR C/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs5.00 Cr,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs5.00 Cr,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Meenakshi Ammal Trust,Infomerics,Long/ Short Term Bank Facilities,IVR B+/IVR A4; (INC) (Downgraded & Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs5.00 Cr,5.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Long Term Fund Based Bank Facility - Cash Credit,IVR C (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs2.50 Cr,2.5,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sewa Singh Oberoi and Company,Infomerics,Long Term Bank Facility,IVR B (INC) (Downgraded),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs2.00 Cr,2.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Vijay Transformers,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs1.00 Cr,1.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
SVR Electricals Private Limited,Infomerics,Proposed Short Term Non- Fund Based Bank Facility - Letter of Credit,IVR A4 (INC) (Reaffirmed),2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs1.00 Cr,1.0,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-02 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M S V Constructions Company,Infomerics,Short Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs20.33 Cr,20.33,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M S V Constructions Company,Infomerics,Long Term Bank Facilities,IVR D (INC)(Downgraded),2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs19.67 Cr,19.67,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
MMG Holdings Private Limited,Infomerics,Long Term Bank Facilities- Term Loan,IVR C+ (INC) (Downgraded),2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs15.04 Cr,15.04,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-03 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Safety Controls & Devices Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgrade),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs65.38 Cr,65.38,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs44.50 Cr,44.5,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs44.50 Cr,44.5,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs24.62 Cr,24.62,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sattva Engineering Construction Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs24.62 Cr,24.62,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Safety Controls & Devices Limited,Infomerics,Long Term Bank Facilities,IVR BB (INC) (Downgraded),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs10.62 Cr,10.62,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long/Short Term Bank Facilities (Proposed),IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs10.50 Cr,10.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long/Short Term Bank Facilities (Proposed),IVR B/IVR A4; (INC) (Downgraded/Reaffirmed),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs10.50 Cr,10.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs3.50 Cr,3.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
United Facilities and Logistics Private Limited,Infomerics,Long Term Bank Facilities,IVR B (INC) (Downgraded),2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs3.50 Cr,3.5,Logistics,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-04 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Kaveri Garage Private Limited,Infomerics,Long Term Facilities,IVR B+ (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs57.15 Cr,57.15,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Diligent SCM Solutions Private Limited,Infomerics,Long Term Facilities,IVR BBB- (INC),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs31.60 Cr,31.6,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Avtar Installments Private Limited,Infomerics,Proposed Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs30.00 Cr,30.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Diligent SCM Solutions Private Limited,Infomerics,Short Term Facilities,IVR A3 (INC),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs27.82 Cr,27.82,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sakthi Poultry Private Limited,Infomerics,Long Term Facilities,IVR BB (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs26.62 Cr,26.62,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
BLN Infra Private Limited,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Reaffirmed),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs19.72 Cr,19.72,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M/s Narayan Associates,Infomerics,Long Term Bank Facilities-Proposed,IVR BB- (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs18.30 Cr,18.3,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M/s Narayan Associates,Infomerics,Long Term Bank Facilities,IVR BB- (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs7.00 Cr,7.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
BLN Infra Private Limited,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs3.26 Cr,3.26,Construction,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
M/s Narayan Associates,Infomerics,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs1.00 Cr,1.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-05 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Indian Acrylics Limited,Infomerics,Short Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs154.00 Cr,154.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Indian Acrylics Limited,Infomerics,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs112.45 Cr,112.45,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
AL Noor Agri Fresh Private Limited,Infomerics,Long Term Bank Facilities,IVR B- (INC)(Downgraded),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs34.88 Cr,34.88,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Rana Milk Foods Private Limited,Infomerics,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs25.01 Cr,25.01,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Ultracab (India) Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs22.49 Cr,22.49,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Ultracab (India) Limited,Infomerics,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs21.80 Cr,21.8,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Rana Milk Foods Private Limited,Infomerics,Long Term/Short Term Bank Facilities,IVR D /IVR D; (INC) (Reaffirmed),2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.07 Cr,0.07,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-08 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sri Savitr Solar Private Limited,Infomerics,Long Term Facilities,IVR B (INC) (Downgraded),2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs64.50 Cr,64.5,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Sri Savitr Solar Private Limited,Infomerics,Short Term Facilities,IVR A4 (INC) (Reaffirmed),2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs5.50 Cr,5.5,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-09 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Jai Hind Sugar Private Limited,Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs207.25 Cr,207.25,Agro/Food,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Amrit Papers Private Limited (Erstwhile Amrit Agencies Indore Private Limited),Infomerics,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs169.06 Cr,169.06,Paper/Packaging,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Castor Girnar Industries Private Limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (INC) (Downgraded),2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs57.00 Cr,57.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
Castor Girnar Industries Private Limited,Infomerics,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (INC) (Downgraded),2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs57.00 Cr,57.0,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-10 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.
