Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Pearson Drums & Barrels Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs5.00 Cr,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Millenium Exim Pvt. Ltd.,ICRA,Term Loan,B,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.54 Cr,2.54,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pearson Drums & Barrels Pvt. Ltd.,ICRA,Fund-Based,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.40 Cr,2.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pearson Drums & Barrels Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs1.96 Cr,1.96,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Millenium Exim Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.25 Cr,0.25,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pearson Drums & Barrels Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.04 Cr,0.04,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mor Alloys Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs16.55 Cr,16.55,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Magnolia Martinique Clothing Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs15.00 Cr,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mathuram Swastha Evam Shikshan Sansthan,ICRA,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs7.00 Cr,7.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Marudhara Polypack Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs6.25 Cr,6.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K P Saha Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs2.69 Cr,2.69,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K P Saha Pvt. Ltd.,ICRA,Non-Fund-Based,B+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs0.13 Cr,0.13,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Flyjac Logistics Pvt. Ltd.,ICRA,NCD/Bond,A 1+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs8.50 Cr,8.5,Logistics,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jayaraj Fortune Packaging Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs5.00 Cr,5.0,Paper/Packaging,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sivaani Agribusiness Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs2.08 Cr,2.08,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Flyjac Logistics Pvt. Ltd.,ICRA,NCD/Bond,A+/A1+,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs1.50 Cr,1.5,Logistics,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sivaani Agribusiness Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs0.92 Cr,0.92,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rameswar Udyog Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,Rs34.00 Cr,34.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N G Fertilizers & Chemicals Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,Rs20.00 Cr,20.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Active Char Products Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,Rs1.50 Cr,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rameswar Udyog Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,Rs1.00 Cr,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Active Char Products Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,Rs0.50 Cr,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rameswar Udyog Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rameswar Udyog Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-12,HOT,ULTRA HOT,2026-12-12,Dec 2026,168,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-12 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Term Loan,BB+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs43.37 Cr,43.37,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs23.00 Cr,23.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,Non-Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs10.00 Cr,10.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs8.00 Cr,8.0,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Satyadeeptha Pharmaceuticals Ltd.,ICRA,NCD/Bond,BB+/A4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs5.63 Cr,5.63,Chemicals/Pharma,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishva Vishal Refractory Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs4.00 Cr,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Cotton Products Pvt. Ltd.,ICRA,Term Loan,B,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs3.64 Cr,3.64,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishva Vishal Refractory Ltd.,ICRA,Term Loan,BB,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs2.50 Cr,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs1.02 Cr,1.02,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirumala Seven Hills Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs1.00 Cr,1.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs0.98 Cr,0.98,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pavan Cotton Products Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs0.24 Cr,0.24,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Samkit Diamond Export Pvt. Ltd.,ICRA,NCD/Bond,B/A4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,,0.0,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirumala Seven Hills Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dugar Polymers Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,174,Rs5.50 Cr,5.5,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dugar Polymers Ltd.,ICRA,Term Loan,B+,2025-12-18,HOT,ULTRA HOT,2026-12-18,Dec 2026,174,Rs2.59 Cr,2.59,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-18 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Unique Multi Films Virudhunagar Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs15.00 Cr,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.00 Cr,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
V V C Motors Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.25 Cr,0.25,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Decor Paper Mills Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.13 Cr,0.13,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreenathji Cotgin Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs0.10 Cr,0.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Shyam Sponge & Power Ltd.,ICRA,Short-Term Loan,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,,0.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Uni-Tech Automation Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs12.00 Cr,12.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Uni-Tech Automation Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs9.00 Cr,9.0,Manufacturing,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Memon Health Care Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs4.07 Cr,4.07,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Memon Health Care Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,Rs3.33 Cr,3.33,Healthcare,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mehta Brothers Gems Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-22,HOT,ULTRA HOT,2026-12-22,Dec 2026,178,,0.0,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-22 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J G Hosiery Pvt. Ltd.,ICRA,NCD/Bond,A/A2+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs230.00 Cr,230.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J G Hosiery Pvt. Ltd.,ICRA,Fund-Based,A,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs75.00 Cr,75.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J G Hosiery Pvt. Ltd.,ICRA,Term Loan,A,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs36.73 Cr,36.73,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Yash Exports (India) Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs19.37 Cr,19.37,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shreegopal Gobind Agro Tech Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs12.50 Cr,12.5,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Yash Exports (India) Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs4.07 Cr,4.07,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Yash Exports (India) Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-23,HOT,ULTRA HOT,2026-12-23,Dec 2026,179,Rs2.42 Cr,2.42,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-23 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Metco Roof Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs30.00 Cr,30.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Metco Roof Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs26.00 Cr,26.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
C D R Projects Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-24,HOT,ULTRA HOT,2026-12-24,Dec 2026,180,Rs18.75 Cr,18.75,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
