Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Alfa-Therm Ltd.,CARE,NCD/Bond,B-/A4,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs2.67 Cr,2.67,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Adachi Natural Polymer Ltd.,CARE,Term Loan,B-,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs2.45 Cr,2.45,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ronak Processors Pvt. Ltd.,CARE,Term Loan,B-,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs2.24 Cr,2.24,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Turbhe Chemicals Pvt. Ltd.,CARE,Term Loan,B+,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs1.68 Cr,1.68,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sonamoti Agrotech Pvt. Ltd.,CARE,Term Loan,B-,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs1.23 Cr,1.23,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Turbhe Chemicals Pvt. Ltd.,CARE,Term Loan,B+,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs1.21 Cr,1.21,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Adachi Natural Polymer Ltd.,CARE,Non-Fund-Based,A 4,2025-12-01,HOT,ULTRA HOT,2026-12-01,Dec 2026,157,Rs0.04 Cr,0.04,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-01 — prime Q1 2027 renewal target,Your Non-Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs83.00 Cr,83.0,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Agrasen Iron & Steels Pvt. Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs9.00 Cr,9.0,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mechfast Engineering Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs5.00 Cr,5.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs4.57 Cr,4.57,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahamaya Foods & Grains Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs3.51 Cr,3.51,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Manohar Lal Sarraf & Sons Jewellers Pvt. Ltd.,CARE,NCD/Bond,BB+/A4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs3.50 Cr,3.5,Jewellery,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs2.38 Cr,2.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,CARE,Term Loan,B,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs1.84 Cr,1.84,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kothari Processors Pvt. Ltd.,CARE,Bank Guarantee,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs1.50 Cr,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs1.50 Cr,1.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Global Jewellery Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs0.50 Cr,0.5,Jewellery,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mechfast Engineering Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs0.50 Cr,0.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aditya Timpack Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs0.50 Cr,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kothari Processors Pvt. Ltd.,CARE,Term Loan,B-,2025-12-02,HOT,ULTRA HOT,2026-12-02,Dec 2026,158,Rs0.38 Cr,0.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-02 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Purvanchal Construction Works Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs12.30 Cr,12.3,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Seco Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs6.50 Cr,6.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shree Seco Pvt. Ltd.,CARE,Term Loan,B-,2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs0.72 Cr,0.72,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fine Pac Structures Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs2.90 Cr,2.9,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fine Pac Structures Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs2.80 Cr,2.8,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Fine Pac Structures Pvt. Ltd.,CARE,Term Loan,B-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs2.30 Cr,2.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hindustan Coils Ltd.,CARE,Term Loan,BB-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,,0.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chola Spinning Mills Pvt. Ltd.,CARE,Term Loan,B+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs113.06 Cr,113.06,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Siva Sankar Motors Pvt. Ltd.,CARE,Term Loan,BB-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs16.28 Cr,16.28,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gupta Hair Products Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs14.75 Cr,14.75,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Barak Valley Cements Ltd.,CARE,Term Loan,BB+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs14.00 Cr,14.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
A & T Infracon Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs10.00 Cr,10.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Godavari Plasto Containers Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs4.00 Cr,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multifilms Plastics Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs4.00 Cr,4.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multifilms Plastics Pvt. Ltd.,CARE,Fund-Based,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs3.00 Cr,3.0,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chola Spinning Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs2.61 Cr,2.61,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Pawan Communications Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs2.50 Cr,2.5,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multifilms Plastics Pvt. Ltd.,CARE,Non-Fund-Based,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs1.50 Cr,1.5,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Non-Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Godavari Plasto Containers Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs1.12 Cr,1.12,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Multifilms Plastics Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs0.88 Cr,0.88,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S S Food Products Pvt. Ltd.,CARE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs0.24 Cr,0.24,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Valiant Glass Works Pvt. Ltd.,CARE,NCD/Bond,B/A4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs70.00 Cr,70.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vidharbha Institute Of Medical Sciences Pvt. Ltd.,CARE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs20.70 Cr,20.7,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rajdhani Crafts Inds. Pvt. Ltd.,CARE,NCD/Bond,B-/A4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs15.00 Cr,15.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jindal Timber & Plywood Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs14.00 Cr,14.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Luker Electric Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB/A3,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs9.00 Cr,9.0,Energy,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B D Security Ltd.,CARE,Term Loan,BB,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs5.83 Cr,5.83,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Valiant Glass Works Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs5.00 Cr,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B D Security Ltd.,CARE,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs4.00 Cr,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B D Security Ltd.,CARE,NCD/Bond,BB/A4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs3.22 Cr,3.22,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Nutech Engineering Technologies Ltd.,CARE,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs3.00 Cr,3.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Nutech Engineering Technologies Ltd.,CARE,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.50 Cr,2.5,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Umesh Industries Pvt. Ltd.,CARE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs1.28 Cr,1.28,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ramdev Stainless Strips Pvt. Ltd.,CARE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.89 Cr,0.89,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Valiant Glass Works Pvt. Ltd.,CARE,Term Loan,B,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.10 Cr,0.1,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs25.00 Cr,25.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sarvani Tradelink Pvt. Ltd.,CARE,NCD/Bond,B+/A4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs5.00 Cr,5.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kunal Spaces Pvt. Ltd.,CARE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs59.61 Cr,59.61,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anant Overseas Pvt. Ltd.,CARE,Fund-Based,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs19.00 Cr,19.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Agarwal T M T Inds. Pvt. Ltd.,CARE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs13.14 Cr,13.14,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Aesthetic Stampings & Laminations Ltd.,CARE,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs13.00 Cr,13.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Chakkra Coal India Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs6.00 Cr,6.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
