Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Rabwin Industries Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs8.40 Cr,8.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sky Spintex Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.50 Cr,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Laxmi Hydraulics Pvt. Ltd.,IND-RA,Fund-Based,A 2+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.00 Cr,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs280.54 Cr,280.54,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vijai Electricals Ltd.,IND-RA,Term Loan,B+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs113.38 Cr,113.38,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dalkan Ship Breaking Ltd.,IND-RA,Fund-Based,A 4+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs95.00 Cr,95.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vijai Electricals Ltd.,IND-RA,Fund-Based,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs5.20 Cr,5.2,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Monsoon Bounty Foods Mfg. Pvt. Ltd.,IND-RA,Term Loan,BB-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs3.64 Cr,3.64,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dalkan Ship Breaking Ltd.,IND-RA,Term Loan,BB-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs1.09 Cr,1.09,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M R K R Constructions & Inds. Pvt. Ltd.,IND-RA,Fund-Based,A 3,2025-12-15,HOT,ULTRA HOT,2026-12-15,Dec 2026,171,Rs200.00 Cr,200.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N P Infraprojects India Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,172,Rs37.00 Cr,37.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs802.00 Cr,802.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
H E S Infra Ltd.,IND-RA,Fund-Based,A 4+,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs289.00 Cr,289.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Dembla Valves Ltd.,IND-RA,Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs100.00 Cr,100.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ashok Textile Mills Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs89.21 Cr,89.21,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Goa Sponge & Power Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs80.00 Cr,80.0,Energy,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,BB,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs75.55 Cr,75.55,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Clifton Export Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs69.26 Cr,69.26,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R S Development & Constructions India Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs67.89 Cr,67.89,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Superior Films Pvt. Ltd.,IND-RA,NCD/Bond,BB+/A4+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs64.50 Cr,64.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kairali Steels & Alloys Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs47.38 Cr,47.38,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
R K S Steel Inds. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs38.02 Cr,38.02,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Leben Life Sciences Pvt. Ltd.,IND-RA,NCD/Bond,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs35.63 Cr,35.63,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vertigo Impex Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs32.50 Cr,32.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Approcool Aircon Pvt. Ltd.,IND-RA,Term Loan,B,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs30.15 Cr,30.15,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jai Ganesh Ispat & Ferro Alloys Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs27.00 Cr,27.0,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Camex Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.50 Cr,24.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Approcool Aircon Pvt. Ltd.,IND-RA,Fund-Based,A 4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.50 Cr,24.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
N N Saha & Sons Agro Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs24.00 Cr,24.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Gansons Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shrikishan & Co. Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sunrise Timply Co. Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs23.00 Cr,23.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Rydak Syndicate Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs22.00 Cr,22.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
K7 Computing Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs18.00 Cr,18.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Srinivas Infrastructure Pvt. Ltd.,IND-RA,NCD/Bond,B/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs17.00 Cr,17.0,Construction,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Abhiraj Engicon Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs16.39 Cr,16.39,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vaibhav Edibles Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs14.04 Cr,14.04,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahakali Ispat Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.30 Cr,11.3,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kuna Impex Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.25 Cr,11.25,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Caravel Logistics Pvt. Ltd.,IND-RA,NCD/Bond,C/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs11.10 Cr,11.1,Logistics,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sambandam Spinning Mills Ltd.,IND-RA,Term Loan,A 4+,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs9.25 Cr,9.25,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Polixel Security Systems Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs8.50 Cr,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Anubhav Plast Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs8.50 Cr,8.5,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Vishesh Diagnostics Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs7.00 Cr,7.0,Healthcare,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sreenidhi Raja Packing Solutions Pvt. Ltd.,IND-RA,Term Loan,B-,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.30 Cr,6.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Hiland Agro Products Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs6.23 Cr,6.23,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sangam Forgings Pvt. Ltd.,IND-RA,NCD/Bond,B-/A4,2025-12-19,HOT,ULTRA HOT,2026-12-19,Dec 2026,175,Rs4.50 Cr,4.5,Steel & Metals,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-19 — prime Q1 2027 renewal target,Your NCD/Bond at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,185,Rs38.50 Cr,38.5,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kilavikulam Rajalakshmi Solar Power Developer Pvt. Ltd.,IND-RA,Term Loan,BB,2025-12-29,HOT,ULTRA HOT,2026-12-29,Dec 2026,185,Rs12.71 Cr,12.71,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-29 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Indicon Construction Pvt. Ltd.,IND-RA,Fund-Based,A 4,2026-01-09,LOW/MEDIUM,ULTRA HOT,2027-01-09,Jan 2027,196,Rs20.00 Cr,20.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2027-01-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Adwaith Lakshmi Inds. Ltd.,IND-RA,Fund-Based,A 4,2026-01-09,LOW/MEDIUM,ULTRA HOT,2027-01-09,Jan 2027,196,Rs10.00 Cr,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
G S R Ventures Pvt. Ltd.,IND-RA,Fund-Based,A 4,2026-01-16,LOW/MEDIUM,ULTRA HOT,2027-01-16,Jan 2027,203,Rs50.00 Cr,50.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-16 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
K P Manish Global Ingredients Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-01-21,LOW/MEDIUM,ULTRA HOT,2027-01-21,Jan 2027,208,Rs30.00 Cr,30.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-21 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Vintage Coffee Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-01-27,LOW/MEDIUM,ULTRA HOT,2027-01-27,Jan 2027,214,Rs4.58 Cr,4.58,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-01-27 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Jan 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Clean Coal Enterprises Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-03-06,LOW/MEDIUM,ULTRA HOT,2027-03-06,Mar 2027,252,Rs5.00 Cr,5.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Clean Coal Enterprises Pvt. Ltd.,IND-RA,Fund-Based,A 4+,2026-03-06,LOW/MEDIUM,ULTRA HOT,2027-03-06,Mar 2027,252,Rs5.00 Cr,5.0,Mining,Standard,D365,INC rating hits ULTRA HOT on 2027-03-06 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Electronics Corpn. Of Tamil Nadu Ltd.,IND-RA,Term Loan,A,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs520.00 Cr,520.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Omax Cotspin Pvt. Ltd.,IND-RA,Term Loan,BBB,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs53.01 Cr,53.01,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Term Loan at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Omax Cotspin Pvt. Ltd.,IND-RA,Fund-Based,A 3+,2026-03-09,LOW/MEDIUM,ULTRA HOT,2027-03-09,Mar 2027,255,Rs4.50 Cr,4.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2027-03-09 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Score Information Technologies Ltd. (2000),IND-RA,Fund-Based,A 4+,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,256,Rs10.00 Cr,10.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
Score Information Technologies Ltd. (2000),IND-RA,Fund-Based,A 4+,2026-03-10,LOW/MEDIUM,ULTRA HOT,2027-03-10,Mar 2027,256,Rs3.00 Cr,3.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2027-03-10 — prime Q1 2027 renewal target,Your Fund-Based at IND-RA goes critical in Mar 2027. Start ACER process in Sep 2026 — before the Q1 rush.
