Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Q1_Trigger,Q1_Escalation_Date,Q1_Month,Days_Until_Escalation,Amount Cr,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle
Trishul Buildtech & Infrastructures Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-03,HOT,ULTRA HOT,2026-12-03,Dec 2026,159,Rs0.01 Cr,0.01,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-03 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Palash Udyog Foods Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs4.55 Cr,4.55,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J M K Enterprises Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs2.39 Cr,2.39,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Palash Udyog Foods Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs0.70 Cr,0.7,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
J M K Enterprises Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-04,HOT,ULTRA HOT,2026-12-04,Dec 2026,160,Rs0.01 Cr,0.01,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-04 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Eversendai Construction Pvt. Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs290.00 Cr,290.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Eversendai Construction Pvt. Ltd.,ACUITE,Letter of Credit,A 4+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs45.00 Cr,45.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B R D Car World Ltd.,ACUITE,Term Loan,BB+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs13.43 Cr,13.43,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ritika Systems Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs10.00 Cr,10.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupur Pandit Hosiery Millss Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs6.47 Cr,6.47,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B R D Car World Ltd.,ACUITE,Term Loan,BB+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs5.07 Cr,5.07,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Eversendai Construction Pvt. Ltd.,ACUITE,Term Loan,BBB-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs3.82 Cr,3.82,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Ritika Systems Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs3.50 Cr,3.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Tirupur Pandit Hosiery Millss Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs1.73 Cr,1.73,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
B R D Car World Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-05,HOT,ULTRA HOT,2026-12-05,Dec 2026,161,Rs1.00 Cr,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-05 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kannapiran Mills Ltd.,ACUITE,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs17.77 Cr,17.77,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kannapiran Mills Ltd.,ACUITE,Letter of Credit,A 4+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs15.00 Cr,15.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Swapna Projects Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs15.00 Cr,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs13.50 Cr,13.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mimani Agro Products Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs11.00 Cr,11.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kannapiran Mills Ltd.,ACUITE,Term Loan,BB+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs9.09 Cr,9.09,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs3.88 Cr,3.88,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Sri Kannapiran Mills Ltd.,ACUITE,Bank Guarantee,A 4+,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs2.80 Cr,2.8,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.85 Cr,0.85,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Swapna Projects Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.50 Cr,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Venus Industrial Corpn. Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2025-12-08,HOT,ULTRA HOT,2026-12-08,Dec 2026,164,Rs0.27 Cr,0.27,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-08 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Saifco Hillcrest Hotels Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs52.02 Cr,52.02,Hotels/Tourism,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Saifco Hillcrest Hotels Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs37.08 Cr,37.08,Hotels/Tourism,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Fund-Based,B,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs23.00 Cr,23.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Fund-Based,B-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs17.00 Cr,17.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Vehicles Pvt. Ltd.,ACUITE,Fund-Based,B-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs15.00 Cr,15.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Fund-Based at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shilpa Alloys Pvt. Ltd.,ACUITE,Term Loan,BB-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs9.99 Cr,9.99,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Term Loan,B,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs7.70 Cr,7.7,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs6.00 Cr,6.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Smart Stainless Tubes Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs4.81 Cr,4.81,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahalaxmi Automotives Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs3.00 Cr,3.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Saifco Hillcrest Hotels Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs2.69 Cr,2.69,Hotels/Tourism,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M P R Refractories Ltd.,ACUITE,Term Loan,B-,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs2.65 Cr,2.65,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M P R Refractories Ltd.,ACUITE,Letter of Credit,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs1.00 Cr,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Shilpa Alloys Pvt. Ltd.,ACUITE,Short-Term Loan,A 4+,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs0.34 Cr,0.34,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Smart Stainless Tubes Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-09,HOT,ULTRA HOT,2026-12-09,Dec 2026,165,Rs0.25 Cr,0.25,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-09 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Jijau Infrastructure M U Project Pvt. Ltd.,ACUITE,Term Loan,BB+,2025-12-10,HOT,ULTRA HOT,2026-12-10,Dec 2026,166,Rs56.20 Cr,56.2,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-10 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M U N Agro Inds. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs9.81 Cr,9.81,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Naxalbari Flour & Rice Mill Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs3.79 Cr,3.79,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
M U N Agro Inds. Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs2.19 Cr,2.19,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Naxalbari Flour & Rice Mill Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs1.21 Cr,1.21,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Naxalbari Flour & Rice Mill Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs0.60 Cr,0.6,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Kisan Oleochem & Derivatives Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-11,HOT,ULTRA HOT,2026-12-11,Dec 2026,167,Rs0.50 Cr,0.5,Chemicals/Pharma,Standard,D365,INC rating hits ULTRA HOT on 2026-12-11 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
3B Films Ltd.,ACUITE,Term Loan,B-,2025-12-15,HOT,ULTRA HOT,2026-12-15,Dec 2026,171,Rs27.60 Cr,27.6,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
3B Films Ltd.,ACUITE,Term Loan,B-,2025-12-15,HOT,ULTRA HOT,2026-12-15,Dec 2026,171,Rs1.40 Cr,1.4,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-15 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
S N Dairy Foods Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,172,Rs6.00 Cr,6.0,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Abaj Electronics Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,172,Rs6.00 Cr,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Minesh Prints Ltd.,ACUITE,Term Loan,B-,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,172,Rs0.23 Cr,0.23,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Minesh Prints Ltd.,ACUITE,Term Loan,B-,2025-12-16,HOT,ULTRA HOT,2026-12-16,Dec 2026,172,Rs0.12 Cr,0.12,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-16 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Sunny Enterprises Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs3.74 Cr,3.74,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Marino Cables India Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs2.00 Cr,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
Mahesh Sunny Enterprises Pvt. Ltd.,ACUITE,Term Loan,B-,2025-12-17,HOT,ULTRA HOT,2026-12-17,Dec 2026,173,Rs1.38 Cr,1.38,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-17 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.
